	GSM4743729	GSM4743730	GSM4743731	GSM4743732	GSM4743733	GSM4743734	GSM4743735
Gyltl1b	2125	2930	2045	3413	2311	2149	2805
Gypa	4	1	1	3	1	0	3
Gypc	40	32	36	30	36	24	29
Gys1	858	984	632	882	809	648	930
Gys2	5	12	6	4	6	9	9
Gzf1	2008	2422	1643	2392	1954	1935	2094
Gzma	2	0	0	0	0	0	0
Gzmb	0	0	0	0	0	0	0
Gzmc	0	0	0	0	0	0	0
Gzmd	0	0	0	0	0	0	0
Gzme	0	0	0	0	0	0	0
Gzmf	0	0	0	0	0	0	0
Gzmg	0	0	0	0	0	0	0
Gzmk	2	0	3	1	0	1	0
Gzmm	23	40	29	29	37	50	22
Gzmn	0	0	0	0	0	0	0
H13	7781	7984	5404	8412	6242	8244	7179
H1f0	9190	11163	7525	12506	10331	7954	10623
H1fnt	0	0	0	0	0	0	0
H1foo	0	0	0	2	0	0	0
H1fx	1332	1478	1091	1796	1456	1326	1550
H2-Aa	2503	1106	784	607	1015	1579	1253
H2-Ab1	2136	782	572	379	854	1352	1054
H2-Bl	8	10	17	21	12	18	10
H2-D1	17450	17513	11972	16568	16145	12484	14711
H2-DMa	263	249	198	282	226	184	228
H2-DMb1	167	91	75	56	92	73	76
H2-DMb2	8	6	24	19	18	26	4
H2-Ea-ps	0	0	0	0	0	0	0
H2-Eb1	2351	988	682	543	946	1414	1081
H2-Eb2	3	0	0	0	1	2	2
H2-K1	19013	17991	13318	18304	18558	13702	15239
H2-K2	130	214	95	170	87	183	138
H2-Ke6	1836	1737	1239	1668	1825	1755	1535
H2-M1	0	0	0	0	0	0	0
H2-M10.1	0	0	0	0	0	1	2
H2-M10.2	0	1	2	1	0	3	2
H2-M10.3	0	1	0	0	0	1	2
H2-M10.4	0	0	0	0	0	0	0
H2-M10.5	0	0	0	0	0	0	0
H2-M10.5-ps1	0	0	0	1	1	0	0
H2-M10.6	0	0	0	0	0	0	1
H2-M11	0	1	0	0	0	0	0
H2-M2	57	9	5	5	7	11	10
H2-M3	794	833	566	822	840	650	818
H2-M5	2	1	13	7	4	3	3
H2-M6-ps	0	1	0	0	3	2	1
H2-M9	1	0	0	0	1	0	0
H2-Oa	19	8	5	5	6	3	10
H2-Ob	17	6	11	4	10	13	12
H2-Pa	0	0	0	0	0	0	0
H2-Pb	0	0	0	0	0	0	0
H2-Q1	19	38	28	41	23	30	33
H2-Q10	105	142	112	167	89	187	87
H2-Q2	4724	5407	4421	5929	5928	4705	6039
H2-Q3	7	5	4	6	1	3	3
H2-Q4	2935	3133	2666	3432	2905	2371	2844
H2-Q5	105	142	123	117	69	140	79
H2-Q6	334	270	142	167	141	82	154
H2-Q7	318	354	229	257	195	199	199
H2-T10	63	66	59	79	77	38	44
H2-T22	2455	2402	1714	2277	2353	1944	2208
H2-T23	3505	4315	2716	3773	3303	2248	3264
H2-T24	126	93	113	112	121	140	93
H2-T3	2	1	2	5	1	2	0
H2af-ps	0	0	0	0	0	0	0
H2afb1	0	0	0	0	0	0	0
H2afb2	0	0	0	0	0	0	0
H2afb3	0	1	0	0	0	0	0
H2afj	1438	1491	1131	1556	1416	1063	1243
H2afv	1658	1710	1444	1651	1917	1355	1669
H2afx	1011	889	820	946	1023	1299	817
H2afy	5947	6295	4486	5922	6023	5490	5540
H2afy2	1140	1305	1029	1349	1263	1289	1278
H2afy3	0	0	0	0	0	0	0
H2afz	6395	6429	4571	5979	6103	5896	7051
H2bfm	0	0	0	0	0	0	0
H3f3a	16393	17904	14722	19739	17925	14062	16309
H3f3a-ps1	1	1	2	4	5	2	1
H3f3a-ps2	0	3	4	1	0	3	1
H3f3b	13614	17969	13684	17637	16249	11710	16061
H3f3c	410	272	157	519	548	85	242
H60b	1	0	0	0	0	0	0
H60c	0	0	1	1	0	2	0
H6pd	3362	3880	2386	4214	3738	2716	3991
Haao	15	14	11	14	16	7	8
Habp2	46	9	46	15	13	57	38
Habp4	3034	3540	2030	2928	2940	3052	3180
Hacd1	213	214	231	263	246	300	218
Hacd2	1107	1044	960	1027	1104	1091	950
Hacd3	4370	5360	3924	5209	4592	4462	4591
Hacd4	102	78	86	43	49	64	81
Hace1	1497	1569	1333	1508	1566	1339	1581
Hacl1	794	926	661	902	915	625	918
Hadh	36772	32929	26005	30635	39073	38917	37140
Hadha	6364	6520	4859	6192	5891	6025	5549
Hadhb	7897	9860	6258	8733	7876	7187	7763
Hagh	3562	3405	2544	3237	3388	3117	3662
Haghl	1524	2067	1487	2139	1840	1492	2109
Hal	77	67	42	58	70	50	44
Hamp	0	0	0	0	0	0	0
Hamp2	54	4	60	19	20	37	20
Hand1	0	0	0	0	0	0	0
Hand2	199	214	181	184	106	112	93
Hao1	2	4	4	7	2	1	8
Hao2	0	0	2	0	0	0	0
Hap1	13593	14105	11805	14703	13573	14614	12174
Hapln1	2168	1740	2669	4014	2440	2618	2584
Hapln2	48	57	38	53	38	29	47
Hapln3	3	2	3	1	1	1	1
Hapln4	4359	5792	3205	5432	3593	4740	4670
Harbi1	1129	1325	890	1367	1142	1067	1073
Hars	1776	1884	1412	1991	1808	2046	1828
Hars2	996	1140	909	1143	958	1308	839
Has1	1	1	5	5	3	2	0
Has2	1	0	2	0	1	1	0
Has3	47	36	68	58	45	71	39
Hat1	787	787	545	735	746	687	766
Haus1	165	223	147	193	171	139	190
Haus2	968	1318	997	1275	1148	884	1141
Haus3	132	102	122	140	125	166	112
Haus4	148	180	105	167	122	115	175
Haus5	484	555	373	525	405	492	453
Haus6	256	280	324	318	245	234	241
Haus7	327	271	234	274	276	285	264
Haus8	281	239	229	221	243	240	201
Havcr1	0	0	0	0	0	0	0
Havcr2	76	70	57	61	62	58	62
Hax1	3000	2947	1965	3013	2819	2509	3293
Hba-a1	2590	3302	706	3228	1723	1090	2519
Hba-a2	1307	1440	324	1638	851	561	1194
Hba-ps4	0	2	3	0	0	2	1
Hba-x	0	0	0	0	0	0	0
Hbb-bh0	0	0	0	0	0	0	0
Hbb-bh1	0	0	0	0	0	0	0
Hbb-bh2	0	0	0	0	0	0	0
Hbb-bh3	0	0	0	0	0	0	0
Hbb-bs	2811	3481	889	3835	2437	1130	2873
Hbb-bt	1002	1154	278	1370	755	378	1096
Hbb-y	0	0	0	0	0	0	0
Hbegf	485	395	345	424	358	422	466
Hbp1	5853	6504	4461	5986	5544	4977	6014
Hbq1a	0	0	0	0	0	0	0
Hbq1b	3	3	4	2	2	2	1
Hbs1l	3225	3520	2564	3786	2884	3050	3410
Hc	1	0	0	1	0	0	0
Hcar1	223	148	140	141	116	113	155
Hcar2	42	49	56	61	52	27	87
Hccs	1330	1437	1137	1430	1381	1275	1207
Hcfc1	4465	4168	4878	5564	4397	4458	4239
Hcfc1r1	1897	2123	1184	1813	1828	1620	1810
Hcfc1r1-ps1	0	0	0	0	0	0	0
Hcfc1r1-ps2	0	0	0	0	0	0	0
Hcfc2	1925	1839	1615	2179	1799	2170	1863
Hck	102	34	56	40	68	58	52
Hcls1	227	145	136	146	148	136	117
Hcn1	296	512	100	254	340	449	277
Hcn2	2099	2341	1569	2121	1896	2002	2183
Hcn3	891	1018	644	917	759	1090	822
Hcn4	1033	891	934	996	822	1431	991
Hcrt	1	3	4	2	1	1	1
Hcrtr1	26	24	24	33	12	13	10
Hcrtr2	9	11	4	8	4	2	2
Hcst	19	16	15	16	21	15	12
Hdac1	3708	3816	2992	3929	4254	3399	3578
Hdac10	762	955	758	1074	734	848	800
Hdac11	4454	4338	3087	4318	4636	3252	4158
Hdac2	4191	4275	3447	4443	4592	3979	4164
Hdac3	2499	2882	2118	2825	2772	2230	2701
Hdac4	1274	1167	1242	1391	1332	1412	1310
Hdac5	8105	8864	6833	8725	7090	9382	6705
Hdac6	7896	8540	6557	8540	7606	7678	8263
Hdac7	1190	1298	1185	1396	947	1353	1010
Hdac8	289	292	285	307	299	281	289
Hdac9	637	711	548	730	452	1148	483
Hdc	208	333	218	405	265	164	361
Hddc2	244	227	204	257	256	181	285
Hddc3	4907	6115	3378	5321	5339	4694	5148
Hdgf	5348	5586	4348	5869	5590	4395	5325
Hdgfl1	1	0	0	0	0	0	1
Hdgfrp2	1426	1556	1127	1650	1241	1474	1347
Hdgfrp3	2932	3261	2733	3217	3140	2588	2841
Hdhd1a	0	0	0	0	0	0	0
Hdhd2	1137	1163	948	1201	1060	1070	1058
Hdhd3	157	121	111	132	172	116	121
Hdlbp	24901	24033	17990	26299	21179	26693	23363
Hdx	58	79	131	132	112	110	61
Heatr1	1121	1061	1175	1445	1174	1511	963
Heatr3	1098	1284	1286	1424	1292	1350	1134
Heatr4	2	0	0	1	0	2	0
Heatr5a	1811	1663	1600	1673	1724	2012	1617
Heatr5b	2016	1816	2169	2168	2030	2192	1832
Heatr6	1298	1269	1124	1326	1137	1356	1116
Heatr9	1	2	0	1	0	1	1
Hebp1	114	89	74	98	103	67	56
Hebp2	52	46	39	59	50	28	31
Heca	2567	3029	2038	3069	2108	2155	2594
Hectd1	8556	8651	9508	11230	9165	8641	8601
Hectd2	309	423	341	433	268	272	355
Hectd3	2678	2746	2175	2839	2364	2734	2661
Hecw1	12	15	27	15	17	9	8
Hecw2	592	524	773	647	448	561	514
Heg1	3283	3085	3850	4065	3483	2652	3703
Helb	377	429	383	509	402	474	455
Hells	51	57	75	71	52	69	54
Helq	973	1020	934	1136	991	1067	991
Helt	0	0	0	0	0	0	0
Helz	2821	2486	3298	3369	3211	3074	2626
Helz2	1214	1337	1584	1672	1276	1446	1332
Hemgn	2	4	0	2	3	0	2
Hemk1	699	816	550	729	669	834	551
Henmt1	12	24	11	28	15	28	10
Hepacam	10	17	28	19	13	9	28
Hepacam2	15316	18172	13084	17600	18099	14235	15329
Heph	33	38	32	36	22	31	33
Hephl1	0	0	0	0	0	0	0
Herc1	5877	4661	8171	6570	7400	5559	5438
Herc2	6606	5209	8045	7756	8108	6730	6081
Herc3	1813	2121	1808	2254	1911	1661	2043
Herc4	1562	1576	1423	1730	1671	1543	1504
Herc6	613	577	514	633	631	499	512
Herpud1	13207	17248	12500	17254	16431	10690	13418
Herpud2	2769	3098	2170	2898	2636	2616	2514
Hes1	554	487	314	508	400	480	400
Hes2	0	0	0	0	0	0	1
Hes3	0	2	1	0	0	0	1
Hes5	2	2	1	4	0	2	0
Hes6	1584	1527	1229	1735	1831	1421	1539
Hes7	29	55	39	37	43	36	37
Hesx1	1	3	2	0	6	0	3
Hexa	10493	9317	4899	6535	9050	9075	7387
Hexb	4063	3705	2715	3576	3754	3182	3350
Hexdc	2811	3033	2249	2979	2695	2879	2662
Hexim1	2997	2733	2494	3304	3159	3735	2740
Hexim2	219	300	210	239	265	225	266
Hey1	195	191	146	175	138	129	153
Hey2	230	131	192	153	90	145	105
Heyl	298	227	215	263	166	175	186
Hfe	1586	1417	997	1286	1534	1408	1239
Hfe2	0	0	1	0	0	1	0
Hfm1	25	47	49	48	42	29	35
Hgd	0	3	2	4	0	1	4
Hgf	128	103	132	112	74	85	68
Hgfac	2897	3348	2637	3433	2807	2986	2799
Hgh1	415	373	307	446	362	500	301
Hgs	2858	2748	2003	2854	2436	2756	2435
Hgsnat	1733	2141	1509	2093	1686	1659	1982
Hhat	416	409	293	467	348	398	380
Hhatl	159	223	223	199	147	113	124
Hhex	570	353	403	495	398	331	359
Hhip	1	1	0	0	0	1	4
Hhipl1	163	411	112	193	117	143	209
Hhipl2	13	8	5	6	3	9	3
Hhla1	0	0	0	0	0	0	0
Hibadh	3613	3539	2464	3007	3632	2960	3058
Hibch	831	846	721	824	898	819	744
Hic1	214	206	127	165	122	159	158
Hic2	455	528	460	542	538	425	421
Hid1	9161	10318	6733	11151	7807	9582	9419
Hif1a	5416	6506	5399	6829	5662	5298	5874
Hif1an	3519	3467	2763	3520	3370	3176	3351
Hif3a	55	224	191	304	138	45	102
Higd1a	270	254	287	246	200	219	208
Higd1b	83	70	61	67	60	56	52
Higd1c	0	6	0	1	0	0	0
Higd2a	1192	1163	789	1094	1155	1067	1113
Hilpda	289	379	212	297	252	299	311
Hils1	6	1	4	6	8	14	3
Hinfp	316	359	312	422	285	489	330
Hint1	3286	3247	2321	3111	3167	2688	3036
Hint2	880	1011	721	966	886	727	842
Hint3	810	967	694	969	903	776	957
Hip1	1376	1436	1457	1546	1257	1318	1641
Hip1r	5197	5847	3324	5758	4054	5222	6466
Hipk1	5310	5641	6014	6813	5614	5232	5710
Hipk2	2020	2255	2367	2740	1864	1990	2447
Hipk3	9529	10842	11115	13789	10466	10836	10997
Hipk4	9	6	9	13	6	12	7
Hira	2177	2389	1905	2568	2201	1979	2182
Hirip3	600	584	523	679	446	717	573
Hist1h1a	0	2	0	2	2	1	4
Hist1h1b	0	0	2	4	0	1	1
Hist1h1c	9822	17061	8545	14183	13556	11473	13654
Hist1h1d	69	123	89	74	92	168	70
Hist1h1e	101	183	83	117	100	225	75
Hist1h1t	0	3	2	1	0	2	3
Hist1h2aa	0	0	1	0	1	1	1
Hist1h2ab	2	0	2	0	0	2	2
Hist1h2ac	54	53	37	34	32	55	51
Hist1h2ad	0	11	5	2	7	60	8
Hist1h2ae	71	77	42	65	65	76	66
Hist1h2af	0	0	0	5	3	1	0
Hist1h2ag	4	3	3	0	0	7	0
Hist1h2ah	0	0	0	0	14	6	0
Hist1h2ai	46	8	23	24	12	15	13
Hist1h2aj	2	0	0	0	0	0	0
Hist1h2ak	3	0	1	1	0	1	1
Hist1h2al	2	4	2	7	0	6	4
Hist1h2an	0	0	0	0	2	0	0
Hist1h2ao	0	11	0	0	10	20	0
Hist1h2ap	182	148	200	179	179	166	203
Hist1h2ba	0	0	0	0	0	0	0
Hist1h2bb	3	9	1	0	0	10	3
Hist1h2bc	3382	4032	2375	3365	3673	4870	3512
Hist1h2be	794	1023	466	670	674	1163	498
Hist1h2bf	0	0	0	0	1	2	0
Hist1h2bg	92	156	87	116	100	138	99
Hist1h2bh	13	18	9	23	14	16	13
Hist1h2bj	3	13	1	1	1	5	4
Hist1h2bk	0	0	0	0	1	0	0
Hist1h2bl	0	0	0	3	0	2	1
Hist1h2bm	1	4	1	0	1	1	2
Hist1h2bn	2	0	0	0	0	2	2
Hist1h2bp	47	85	31	72	68	88	80
Hist1h2bq	45	19	17	45	18	75	13
Hist1h2br	3	81	32	62	17	83	44
Hist1h3a	3	3	0	1	3	3	0
Hist1h3b	20	9	13	11	14	36	7
Hist1h3c	0	2	1	0	2	0	0
Hist1h3d	32	40	17	22	16	54	17
Hist1h3e	42	89	45	40	36	75	27
Hist1h3f	15	28	5	5	21	22	20
Hist1h3g	0	0	1	0	0	6	0
Hist1h3h	2	2	0	3	0	0	0
Hist1h3i	22	18	17	12	23	36	17
Hist1h4a	22	25	13	14	16	16	6
Hist1h4b	6	4	0	2	6	0	6
Hist1h4c	33	64	14	22	30	32	37
Hist1h4d	12	18	5	7	13	14	5
Hist1h4f	0	3	1	1	2	0	0
Hist1h4h	160	245	82	121	97	210	127
Hist1h4i	196	208	167	202	218	222	199
Hist1h4j	101	167	70	95	108	164	110
Hist1h4k	104	139	64	64	119	146	76
Hist1h4m	0	0	0	0	0	0	0
Hist1h4n	55	78	37	52	51	119	46
Hist2h2aa1	1467	1414	847	1167	1274	1201	1254
Hist2h2aa2	2173	2144	1298	1897	1999	2531	1839
Hist2h2ab	2	1	5	5	3	2	6
Hist2h2ac	4	11	4	6	6	9	2
Hist2h2bb	2	1	0	1	1	1	1
Hist2h2be	770	825	732	887	918	876	691
Hist2h3b	9	0	5	0	3	4	17
Hist2h3c1	893	613	491	575	707	1447	460
Hist2h3c2	204	167	131	123	167	379	100
Hist2h4	59	60	38	51	44	116	41
Hist3h2a	989	597	720	766	902	1270	671
Hist3h2ba	243	177	222	241	257	248	211
Hist3h2bb-ps	46	41	42	62	52	49	46
Hist4h4	136	122	72	134	92	91	107
Hivep1	2974	2948	3056	3363	3175	2588	3104
Hivep2	2682	2200	3486	3061	2879	3631	2151
Hivep3	1771	1529	1617	1757	1904	1360	1873
Hjurp	2284	2063	2003	2231	1983	3504	1945
Hk1	688	672	574	646	502	384	433
Hk2	30	14	33	14	34	53	18
Hk3	22	15	17	19	15	14	15
Hkdc1	14	2	7	16	11	12	15
Hlcs	1883	2136	1618	2260	1686	1648	1984
Hlf	1199	913	1347	1141	1352	785	1010
Hltf	2501	2331	1847	2338	2487	2548	1907
Hlx	333	199	253	237	178	277	357
Hmbox1	1855	1860	1951	2239	1769	1924	1907
Hmbs	1187	1218	899	1278	1176	1056	1192
Hmces	1189	1304	942	1320	1234	1188	1270
Hmcn1	27	21	49	16	12	26	22
Hmcn2	46	19	100	42	11	46	38
Hmg20a	1862	1978	1724	2019	1967	1922	1728
Hmg20b	1082	1143	882	1142	1028	1179	1054
Hmga1	2560	3125	1987	2665	2550	2160	2958
Hmga1-rs1	37	12	11	5	5	5	0
Hmga2	11	14	22	14	19	21	9
Hmgb1	11996	13746	10229	14004	12477	11004	13112
Hmgb1-ps1	0	0	1	2	0	0	0
Hmgb1-ps2	27	0	15	28	8	0	14
Hmgb1-ps3	2	9	0	0	3	4	0
Hmgb1-ps4	8	8	0	10	4	0	4
Hmgb1-ps5	4	2	6	4	2	4	1
Hmgb1-ps6	0	0	0	3	2	2	2
Hmgb1-ps7	0	0	1	0	0	2	0
Hmgb1-ps8	5	4	2	1	3	1	1
Hmgb1-ps9	7	9	10	6	4	4	5
Hmgb1-rs16	3	1	5	3	1	0	1
Hmgb1-rs17	1	2	0	2	2	1	2
Hmgb1-rs18	0	0	2	1	2	0	1
Hmgb1l	0	0	0	0	0	0	0
Hmgb2	337	504	338	445	381	315	436
Hmgb3	232	305	230	305	206	148	224
Hmgb3-ps	0	1	0	0	1	0	0
Hmgb4	0	1	1	0	0	0	0
Hmgcl	1429	1508	1150	1511	1489	1285	1439
Hmgcll1	1288	1446	1098	1517	1376	1136	1253
Hmgcr	5570	6040	6284	6689	6669	5333	6248
Hmgcs1	3123	2850	3152	3844	3231	3522	3053
Hmgcs2	978	449	1352	832	689	765	585
Hmgn1	4571	5082	3907	5264	5001	3993	4342
Hmgn2	10643	10953	8516	11199	12951	9471	10722
Hmgn2-ps1	147	88	60	55	86	68	112
Hmgn2l6	0	0	0	0	0	0	0
Hmgn3	6561	5885	5570	6339	7313	5819	6074
Hmgn5	1349	1366	1046	1399	1317	968	1206
Hmgxb3	2003	2204	1745	2360	2011	2241	2084
Hmgxb4	1077	1123	961	1158	1041	1061	1175
Hmha1	117	108	93	94	79	88	74
Hmmr	148	92	109	191	64	208	154
Hmox1	384	316	179	309	371	236	344
Hmox2	3268	3664	2334	3304	3581	2626	3303
Hmx1	0	0	0	0	0	0	0
Hmx2	5	7	1	4	0	1	3
Hmx3	6	11	7	11	6	3	5
Hn1	615	546	496	677	598	647	617
Hn1l	4423	5177	3232	5307	4266	4275	5179
Hnf1a	1306	1565	1193	1751	1273	1383	1525
Hnf1b	1514	1518	1201	1557	1367	1713	1435
Hnf4a	1851	1682	1865	2267	2057	1853	1805
Hnf4g	262	339	251	325	284	220	273
Hnmt	382	600	313	419	543	289	362
Hnrnpa0	5260	5553	4661	6001	5365	4606	4964
Hnrnpa1	7597	10096	8695	10856	8417	6472	9729
Hnrnpa1l2-ps	0	0	2	0	3	1	0
Hnrnpa2b1	19634	21043	16027	19816	17718	22297	14747
Hnrnpa3	18872	22152	17631	23138	19549	17968	18618
Hnrnpab	7985	8443	6844	8842	7831	7822	7428
Hnrnpc	7619	7337	5031	6525	7577	8122	5836
Hnrnpd	4849	5657	4332	5949	5134	4183	4874
Hnrnpdl	6336	9033	7195	9244	7061	6820	7377
Hnrnpf	10392	10672	8862	11745	10745	9816	10014
Hnrnph1	11368	14630	14049	15854	11842	14998	11998
Hnrnph2	3147	3849	2860	3828	3405	3638	3000
Hnrnph3	2332	2359	1913	2274	2403	2456	1978
Hnrnpk	22226	25615	19920	26610	22412	19733	23404
Hnrnpl	9359	11307	7821	11399	8721	9377	9586
Hnrnpll	2779	2987	2747	3274	2844	2724	2799
Hnrnpm	6133	5622	4886	6129	6004	6115	4714
Hnrnpr	4915	5102	4493	5250	5167	4352	4525
Hnrnpu	16568	18855	16443	21263	17552	19232	15563
Hnrnpul1	6521	7688	5581	7734	6406	5747	7262
Hnrnpul2	10882	10611	8501	11146	10205	10465	9001
Hoga1	48	48	43	33	43	23	52
Homer1	461	385	476	477	463	503	403
Homer2	213	138	257	253	156	219	159
Homer3	167	147	129	147	112	124	124
Homez	1073	1172	954	1168	1044	950	951
Hook1	7724	8489	7667	9355	8037	8050	8933
Hook2	2043	2018	1912	2339	1951	2287	1925
Hook3	2726	2735	3289	3103	2927	3731	2546
Hopx	5499	7001	4094	5727	6318	5052	7386
Hormad1	0	0	0	0	0	0	0
Hormad2	0	0	0	0	0	0	0
Hoxa1	8	1	3	3	3	0	3
Hoxa10	0	0	0	0	0	0	0
Hoxa11	0	0	0	0	0	0	0
Hoxa13	0	0	0	1	0	0	0
Hoxa2	8	9	13	10	2	3	8
Hoxa3	23	21	19	20	15	18	22
Hoxa4	11	12	10	15	5	6	8
Hoxa5	27	23	27	17	14	21	23
Hoxa6	0	1	1	1	0	0	0
Hoxa7	19	21	11	17	10	4	14
Hoxa9	0	0	0	1	0	0	0
Hoxb1	11	8	13	21	15	10	10
Hoxb13	0	0	0	0	0	0	0
Hoxb2	48	47	51	49	49	37	47
Hoxb3	45	52	71	50	45	46	51
Hoxb4	49	41	54	49	40	60	30
Hoxb5	50	59	25	43	22	24	29
Hoxb6	12	14	8	14	9	6	6
Hoxb7	13	12	9	10	10	7	8
Hoxb8	8	9	4	11	2	0	6
Hoxb9	6	3	4	10	2	1	6
Hoxc10	0	0	0	0	0	0	0
Hoxc11	0	0	0	0	0	0	0
Hoxc12	0	0	0	0	0	0	0
Hoxc13	0	0	0	0	0	0	0
Hoxc4	10	9	1	5	2	2	4
Hoxc5	4	7	3	1	1	1	4
Hoxc6	6	4	2	2	3	0	1
Hoxc8	2	1	1	0	1	0	1
Hoxc9	5	7	9	8	7	11	7
Hoxd1	0	0	0	0	0	0	0
Hoxd10	0	0	0	0	0	0	0
Hoxd11	2	1	2	0	3	1	0
Hoxd12	0	0	0	0	0	0	0
Hoxd13	0	0	0	0	0	0	0
Hoxd3	7	15	13	6	4	5	5
Hoxd4	14	13	14	4	6	11	4
Hoxd8	64	67	43	54	32	35	48
Hoxd9	9	3	7	7	4	6	10
Hp	2	1	1	2	0	0	2
Hp1bp3	10382	11408	8807	11757	10006	10180	10870
Hpca	40	48	26	36	18	18	22
Hpcal1	2356	2514	1609	2288	2149	1609	2172
Hpcal4	110	161	147	184	79	63	75
Hpd	0	0	0	0	0	0	0
Hpdl	5	12	11	10	11	12	9
Hpgd	128	146	109	122	83	73	82
Hpgds	663	728	666	792	755	895	940
Hpn	234	91	206	164	146	209	123
Hprt	5041	5487	3905	4933	5473	3813	4221
Hps1	1373	1453	1075	1460	1380	1553	1461
Hps3	1141	1287	1197	1399	1278	1333	1460
Hps4	1167	1170	1024	1243	1166	1289	1215
Hps5	997	1136	1063	1260	977	1292	1026
Hps6	537	505	415	574	532	604	418
Hpse	427	609	494	596	480	300	387
Hpse2	0	0	0	0	0	1	0
Hpx	14	18	12	25	16	23	19
Hr	167	257	148	199	189	144	256
Hras	1472	1350	1056	1429	1330	1420	1376
Hrasls	170	133	39	63	120	78	98
Hrasls5	0	1	3	0	0	0	0
Hrc	8	18	7	10	8	3	12
Hrct1	56	76	51	58	43	42	37
Hrg	1	1	0	0	0	0	0
Hrh1	1	1	1	3	1	0	2
Hrh2	10	22	12	17	14	8	12
Hrh3	65	38	75	61	147	38	45
Hrh4	0	0	0	0	0	1	0
Hrk	37	33	8	10	12	7	20
Hrnr	0	0	0	0	0	0	0
Hs1bp3	1317	1175	836	1110	1203	1075	1041
Hs2st1	2318	2490	2082	2625	2289	2012	2504
Hs3st1	50	39	71	35	41	55	41
Hs3st2	20	28	13	20	11	5	11
Hs3st3a1	6	4	8	1	7	3	5
Hs3st3b1	104	66	67	60	62	74	52
Hs3st4	8	3	3	4	4	5	1
Hs3st5	5	3	17	9	17	12	10
Hs3st6	978	811	788	906	950	944	1205
Hs6st1	3857	5012	2877	5412	3567	3517	3860
Hs6st2	38	32	21	29	34	27	29
Hs6st3	177	212	196	248	150	193	215
Hsbp1	7723	10914	5615	11261	9510	6848	6677
Hsbp1l1	259	264	202	250	203	235	369
Hscb	290	359	221	305	318	171	450
Hsd11b1	58	40	77	62	27	17	67
Hsd11b2	6	7	9	13	3	3	10
Hsd17b1	19	17	11	16	6	39	9
Hsd17b10	923	880	680	884	825	692	894
Hsd17b11	2144	2822	1688	2383	2201	1914	2406
Hsd17b12	3774	4346	3262	4382	3461	4057	4211
Hsd17b13	453	212	482	271	245	300	281
Hsd17b14	2	2	2	1	1	2	1
Hsd17b2	0	0	0	0	0	0	0
Hsd17b3	1	2	3	2	4	1	0
Hsd17b4	2435	2477	1777	2507	2312	2105	2283
Hsd17b6	0	0	0	0	0	0	0
Hsd17b7	223	218	277	371	219	221	272
Hsd3b1	0	0	0	0	0	0	0
Hsd3b2	535	690	688	793	695	547	597
Hsd3b3	1	0	1	0	0	2	1
Hsd3b4	0	0	1	0	0	1	0
Hsd3b5	0	0	0	0	0	0	0
Hsd3b6	0	0	0	0	1	1	0
Hsd3b7	1002	1119	942	1334	1153	1205	1023
Hsdl1	1968	1890	1447	1894	1882	1716	1768
Hsdl2	2207	2606	1597	2312	2274	1655	2016
Hsf1	1625	1541	1105	1448	1383	1737	1247
Hsf2	1347	1408	1256	1690	1479	1337	1369
Hsf2bp	6	6	7	8	9	6	8
Hsf3	1	0	2	0	0	0	1
Hsf4	632	599	289	410	503	333	436
Hsf5	3	9	7	9	7	7	5
Hsfy2	0	0	0	0	0	0	0
Hsh2d	15	11	9	17	25	16	20
Hsp25-ps1	0	0	0	0	0	0	0
Hsp90aa1	21043	20405	13897	19057	19210	24985	16382
Hsp90ab1	48920	49021	33900	46419	47380	47108	42792
Hsp90b1	67394	69349	49891	65276	61982	63960	56589
Hspa12a	2699	2479	2119	2735	2735	2476	2653
Hspa12b	561	582	515	695	572	408	463
Hspa13	8009	8707	6382	9195	7497	8710	7954
Hspa14	1257	1283	1121	1384	1323	1212	1106
Hspa1a	499	192	194	313	314	618	127
Hspa1b	547	157	219	340	275	605	170
Hspa1l	154	169	163	159	153	225	97
Hspa2	2029	2056	1326	1947	1658	1734	1598
Hspa4	7808	8146	6447	8207	8217	8203	6913
Hspa4l	3358	3241	2901	3419	3460	4433	3034
Hspa5	74285	82966	57029	84256	73290	68030	75993
Hspa8	55359	48250	36566	47468	49549	66314	39050
Hspa9	15000	15046	11394	14286	14958	12373	15779
Hspa9-ps1	0	2	2	2	2	2	0
Hspb1	631	483	394	543	398	522	335
Hspb11	353	376	304	355	319	342	284
Hspb2	12	6	7	6	5	2	10
Hspb3	0	0	0	0	0	0	0
Hspb6	1017	1305	862	1457	934	1088	1162
Hspb7	79	69	81	98	31	31	36
Hspb8	854	867	589	753	653	576	507
Hspb9	4	7	4	6	2	4	2
Hspbap1	242	251	240	288	238	261	235
Hspbp1	1407	1377	1014	1424	1297	1247	1209
Hspd1	8744	8263	6469	7874	8599	8465	7483
Hspd1-ps1	0	0	0	0	0	0	0
Hspd1-ps3	13	9	13	4	27	18	11
Hspd1-ps4	1	2	1	1	2	0	1
Hspe1	1964	1632	1166	1543	1797	1880	1474
Hspe1-ps2	1	0	0	1	1	1	1
Hspe1-ps3	0	1	0	5	0	2	1
Hspe1-ps4	0	0	0	0	0	0	0
Hspe1-ps5	1	0	3	0	0	1	0
Hspe1-ps6	0	0	0	0	0	0	0
Hspg2	2460	1130	3734	1532	2155	2462	1647
