	GSM2705880	GSM2705881	GSM2705882	GSM2705883	GSM2705884	GSM2705885	GSM2705886	GSM2705887	GSM2705888	GSM2705889	GSM2705890	GSM2705891	GSM2705892	GSM2705893	GSM2705894
Gm20816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20837	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Gm20838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20878	13	21	10	9	22	30	79	14	8	11	7	16	16	6	11
Gm20879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20900	6	11	6	0	1	4	4	4	8	4	4	0	4	2	2
Gm20901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20939	206	171	143	141	149	125	526	200	221	222	144	213	155	125	148
Gm20940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20945	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0
Gm20946	0	0	0	0	4	0	12	5	10	4	0	15	0	0	0
Gm20949	1	0	1	0	0	0	2	7	0	0	1	1	0	1	1
Gm20954	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0
Gm2098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21006	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Gm21009	0	1	0	0	0	0	3	2	0	0	0	1	0	0	0
Gm21013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21028	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0
Gm21032	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Gm21033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21037	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Gm21040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21060	1	6	5	5	3	3	10	7	6	9	2	1	8	3	9
Gm21064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21092	4660	4267	3002	3286	3683	3255	10731	2765	3420	3702	3014	4133	2933	3728	2980
Gm21093	0	0	0	0	1	0	0	8	2	0	0	6	0	0	4
Gm21094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21119	30	33	30	26	53	51	242	89	34	24	32	58	27	46	48
Gm21122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21136	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Gm21139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2115	119	24	55	100	54	37	78	36	54	92	39	47	83	55	68
Gm21151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21156	8	1	2	1	11	5	13	2	6	10	17	10	10	8	3
Gm21160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21170	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Gm21171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21182	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Gm21184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21188	0	0	0	1	0	2	29	0	0	0	0	2	0	0	0
Gm21190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21232	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Gm21241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21244	220	210	262	252	293	262	1674	771	1710	1065	1859	1326	897	1524	1020
Gm21245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21293	0	0	0	0	0	0	3	0	1	0	3	0	0	1	3
Gm21294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21319	5	8	7	9	12	11	32	20	6	5	3	5	12	8	10
Gm21330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21370	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0
Gm21378	20	9	20	5	33	18	3	0	9	0	8	0	2	0	0
Gm21380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21399	2	0	2	2	1	1	6	1	0	0	0	4	1	0	5
Gm21405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21411	1	0	2	1	0	1	0	0	0	0	1	0	0	0	0
Gm21412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21451	111	102	122	152	290	246	438	95	241	159	248	136	170	242	283
Gm21454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21461	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21560	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Gm21573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21596	205	24	254	246	156	254	549	889	432	187	480	953	553	432	149
Gm21608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2163	6	14	10	14	33	13	121	24	3	11	16	13	4	28	6
Gm21631	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0
Gm21634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21663	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21671	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Gm21672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21685	1212	1226	884	1125	1351	1635	3055	1315	708	812	620	682	662	814	1238
Gm21693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21698	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Gm21699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21738	0	0	0	0	0	0	0	0	0	5	0	11	0	0	1
Gm21739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2174	0	4	0	0	0	0	0	0	0	0	0	7	0	2	0
Gm21740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21742	2	4	4	0	18	6	7	2	7	6	12	12	5	27	5
Gm21744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21748	6	8	7	5	13	8	38	10	6	8	6	10	2	12	6
Gm21749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21750	39	53	51	62	75	47	525	189	295	365	257	442	302	324	90
Gm21751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21759	1	0	0	0	1	1	5	6	0	1	1	1	1	1	0
Gm21760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21761	0	0	0	2	0	1	13	0	0	1	0	0	0	3	0
Gm21762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21769	267	236	202	149	260	168	682	312	210	197	166	269	165	260	181
Gm21771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21778	4	3	4	4	13	9	43	18	0	6	0	7	2	7	9
Gm21779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2178	0	0	0	0	0	0	1	2	0	0	0	0	0	2	2
Gm21782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21798	3	1	2	2	4	0	4	3	2	1	5	4	4	18	3
