	GSM4391955	GSM4391956	GSM4391957	GSM4391958	GSM4391959	GSM4391961	GSM4391962
Gm9423	0	0	0	0	0	0	0
Gm9427	0	0	0	0	0	0	0
Gm9428	0	0	0	0	0	0	0
Gm9429	0	0	0	0	0	0	0
Gm9430	0	0	0	0	0	0	0
Gm9431	0	0	0	0	0	0	0
Gm9432	0	0	0	0	0	0	0
Gm9434	0	0	0	0	0	0	0
Gm9435	0	0	0	0	0	0	0
Gm9436	0	0	0	0	0	0	0
Gm9439	1	0	0	0	0	0	0
Gm9440	0	0	0	0	0	0	0
Gm9442	9	0	0	0	0	11	0
Gm9443	1	1	1	0	0	0	0
Gm9445	0	0	0	0	0	0	0
Gm9449	0	13	0	0	0	0	0
Gm9451	0	0	1	0	0	0	0
Gm9457	3	1	0	0	0	0	0
Gm9458	0	0	0	0	0	0	0
Gm9463	0	0	0	0	0	0	0
Gm9476	0	0	0	0	0	0	0
Gm9480	0	15	1	0	0	0	0
Gm9493	0	0	0	0	0	0	0
Gm9495	0	0	0	0	0	0	0
Gm9496	0	0	0	0	0	0	0
Gm9497	0	0	0	0	0	0	0
Gm9498	0	0	0	0	0	0	0
Gm9499	0	0	0	0	0	0	0
Gm9504	0	0	0	0	0	0	0
Gm9506	0	0	0	0	0	0	0
Gm9507	0	0	0	0	0	0	0
Gm9513	0	0	0	0	0	0	0
Gm9515	0	0	0	0	0	0	0
Gm9516	0	0	0	0	0	0	0
Gm9517	0	0	0	0	0	0	0
Gm9519	0	0	0	0	0	0	0
Gm9521	5	13	8	0	0	0	5
Gm9522	0	0	0	0	0	0	0
Gm9523	0	0	0	0	0	0	0
Gm9529	0	0	0	0	0	0	0
Gm9531	40	0	38	42	0	0	25
Gm9540	0	0	0	0	0	0	0
Gm9541	0	0	0	0	0	0	0
Gm9550	0	0	0	0	0	0	0
Gm9553	0	0	0	0	0	0	0
Gm9555	0	0	0	0	0	0	0
Gm9556	0	0	0	0	0	0	0
Gm9560	0	0	0	0	0	0	0
Gm9568	0	0	0	0	1	0	0
Gm9569	0	0	0	0	0	0	0
Gm9573	0	0	0	0	0	0	0
Gm9574	0	0	0	0	0	0	0
Gm9575	0	0	0	0	0	0	0
Gm9577	0	0	0	0	0	0	0
Gm9578	0	0	0	0	0	0	0
Gm9587	0	0	0	0	0	0	0
Gm9593	0	0	0	0	0	0	0
Gm9597	0	0	0	0	0	0	0
Gm9599	0	0	0	0	0	0	0
Gm960	0	5	6	0	0	0	3
Gm9602	0	0	0	0	0	0	0
Gm9603	0	0	0	0	0	0	0
Gm9611	0	0	0	0	0	0	0
Gm9613	0	0	0	0	0	0	0
Gm9621	0	0	0	0	0	0	0
Gm9625	2	1	1	0	1	0	0
Gm9630	0	0	0	0	0	0	0
Gm9632	0	0	0	0	0	0	0
Gm9637	0	0	0	0	0	0	0
Gm9645	0	1	0	0	1	2	0
Gm9658	0	5	0	0	0	0	0
Gm9670	0	0	0	0	0	0	1
Gm9671	0	0	0	0	0	0	0
Gm9672	0	0	0	0	0	0	0
Gm9673	0	0	0	0	0	0	0
Gm9678	0	0	0	0	0	0	0
Gm9682	0	0	0	0	0	0	0
Gm9687	0	0	0	0	0	0	0
Gm9696	1	0	0	0	0	0	0
Gm9697	0	0	0	0	0	0	0
Gm9700	0	0	0	0	0	0	0
Gm9701	0	0	0	0	0	0	0
Gm9703	5	0	0	0	0	0	2
Gm9710	0	0	0	0	0	0	0
Gm9711	0	0	1	0	0	0	0
Gm9719	0	0	0	0	0	0	0
Gm9722	0	0	0	0	0	0	0
Gm9723	0	0	0	0	0	0	0
Gm9726	0	0	27	27	25	0	0
Gm9727	0	0	0	0	0	0	0
Gm9728	0	1	0	0	0	0	0
Gm9729	0	0	0	0	0	0	0
Gm973	11	25	15	33	0	73	16
Gm9732	0	0	0	0	0	0	0
Gm9733	0	0	0	0	0	0	0
Gm9742	0	1	3	0	1	13	3
Gm9745	0	0	0	0	0	0	0
Gm9747	2	6	1	7	30	21	0
Gm9755	0	0	0	0	0	0	0
Gm9758	0	0	0	0	0	0	0
Gm9761	10	0	0	34	0	0	68
Gm9762	0	0	0	0	16	0	0
Gm9765	0	0	0	0	0	0	0
Gm9767	0	0	0	0	0	0	0
Gm9769	1	0	10	3	0	0	0
Gm9770	0	0	0	0	0	0	0
Gm9771	0	0	0	0	0	0	0
Gm9772	0	0	0	0	0	0	0
Gm9774	0	0	0	0	0	0	0
Gm9775	0	0	0	0	0	0	0
Gm9776	33	38	7	16	44	20	11
Gm9780	9	3	1	3	14	6	0
Gm9785	0	0	0	0	0	0	0
Gm9788	0	0	0	0	0	0	0
Gm9789	0	0	0	0	0	0	0
Gm9790	38	22	60	0	35	84	30
Gm9791	0	5	0	0	0	0	0
Gm9794	253	45	0	22	13	50	141
Gm9795	0	0	0	0	0	0	0
Gm9797	1007	4	20	7	47	48	64
Gm9800	0	0	0	0	0	0	0
Gm9803	68	81	92	25	448	271	93
Gm9804	0	0	0	0	0	0	0
Gm9805	0	0	0	0	0	0	0
Gm9806	66	116	15	26	13	50	37
Gm9812	0	0	0	14	3	26	11
Gm9816	0	0	0	0	0	0	1
Gm9817	3	2	6	2	9	10	0
Gm9818	0	0	0	0	0	0	0
Gm9821	0	5	0	0	0	0	0
Gm9823	0	0	0	0	0	0	0
Gm9824	0	0	0	0	0	0	0
Gm9825	0	0	0	0	0	0	0
Gm9826	0	0	0	0	0	0	0
Gm9830	88	139	19	127	59	23	43
Gm9833	0	0	0	0	0	0	0
Gm9835	0	0	0	0	0	0	0
Gm9836	0	0	0	0	0	0	0
Gm9837	0	0	0	0	0	0	0
Gm9840	9	0	0	0	0	7	0
Gm9843	1281	1000	653	646	1193	1115	772
Gm9844	0	0	0	1	0	19	1
Gm9845	0	0	0	0	0	0	0
Gm9847	0	0	0	0	0	0	4
Gm9848	0	0	0	0	0	0	0
Gm9850	0	0	0	0	0	0	0
Gm9855	0	0	0	0	0	0	0
Gm9857	0	0	0	0	0	0	0
Gm9864	28	30	12	0	9	27	14
Gm9869	0	0	0	3	0	12	0
Gm9877	15	1	0	1	0	0	0
Gm9881	3	0	0	0	0	0	0
Gm9887	0	0	0	0	0	0	0
Gm9890	0	0	0	0	0	0	0
Gm9892	6	3	3	4	3	3	5
Gm9894	0	0	0	0	0	0	0
Gm9903	0	0	8	0	3	0	0
Gm9913	0	0	0	0	0	0	0
Gm9919	8	0	0	0	0	0	0
Gm9920	6	0	0	0	7	36	35
Gm9922	2	1	13	0	0	0	0
Gm9923	0	4	1	1	0	1	0
Gm9925	0	0	0	0	0	37	0
Gm9930	1	0	0	0	0	0	0
Gm9936	5	2	2	0	0	0	0
Gm9938	6	0	0	3	1	14	0
Gm9944	0	0	0	0	0	0	0
Gm9945	0	2	0	8	0	0	4
Gm9949	0	0	0	0	0	0	0
Gm9955	0	0	0	12	0	0	0
Gm9956	0	0	0	1	2	0	0
Gm9958	0	0	0	0	0	0	0
Gm9959	0	0	0	0	0	0	0
Gm996	38	43	28	15	32	87	34
Gm9961	0	0	0	0	0	0	0
Gm9964	0	0	10	0	8	28	0
Gm9970	2	0	0	0	0	0	0
Gm9972	0	0	0	0	0	0	0
Gm9974	0	0	0	0	0	0	0
Gm9978	5	3	0	0	1	8	17
Gm9979	0	0	0	0	7	0	0
Gm9985	1	4	0	0	0	0	0
Gm9987	0	0	0	0	0	0	0
Gm9988	0	0	0	0	0	0	0
Gm9992	0	0	0	0	0	0	0
Gm9994	0	0	0	14	0	0	0
Gm9996	0	3	0	0	8	10	4
Gm9999	0	0	0	15	0	0	0
Gmcl1	62	108	66	66	36	64	64
Gmcl1l	0	0	0	0	0	0	0
Gmds	46	41	25	17	47	46	29
Gmeb1	255	335	232	102	156	309	165
Gmeb2	18	16	7	12	7	0	0
Gmfb	241	229	116	122	133	137	130
Gmfg	36	56	39	47	32	33	54
Gmip	9	30	5	30	5	7	13
Gml	0	0	0	0	0	0	0
Gml2	0	0	0	0	0	0	0
Gmnc	0	0	0	0	0	0	0
Gmnn	13	14	0	48	18	50	13
Gmppa	45	46	32	65	57	101	81
Gmppb	46	30	5	35	25	46	53
Gmpr	238	123	117	138	147	133	167
Gmpr2	68	59	69	62	58	76	64
Gmps	301	194	130	190	222	210	213
Gna11	381	357	277	436	239	316	286
Gna12	49	169	37	180	54	58	139
Gna13	136	84	97	90	47	192	140
Gna14	0	0	10	0	0	0	0
Gna15	3	1	0	0	0	0	7
Gnai1	296	147	188	156	174	186	106
Gnai2	754	817	508	1056	606	733	620
Gnai3	54	34	29	41	52	58	59
Gnal	326	315	135	216	146	227	171
Gnao1	560	510	233	382	309	502	418
Gnaq	182	168	152	203	111	213	132
Gnas	5343	4450	3274	4428	3716	3890	4102
Gnat1	735	44	28	14	60	44	33
Gnat2	701	1	4	0	6	1	2
Gnat3	3	0	0	0	0	0	0
Gnaz	274	218	154	159	54	231	199
Gnb1	499	548	208	485	276	563	342
Gnb1l	25	16	12	5	9	37	13
Gnb2	371	390	286	322	170	357	360
Gnb3	5	15	9	0	36	21	9
Gnb4	90	29	17	84	59	134	61
Gnb5	124	171	15	148	123	63	99
Gne	53	60	65	38	13	48	17
Gng10	436	424	187	434	484	458	382
Gng11	244	302	168	106	154	159	116
Gng12	98	144	60	126	67	45	110
Gng13	920	640	273	314	403	456	391
Gng2	966	510	302	423	468	510	361
Gng2-ps1	0	0	0	0	0	0	0
Gng3	3884	2289	1897	2062	3617	3064	2018
Gng4	313	202	218	139	269	232	255
Gng5	586	872	624	507	725	746	554
Gng7	118	85	61	52	35	29	27
Gng8	9	1	4	11	29	0	9
Gngt1	0	0	0	0	0	0	1
Gngt2	56	58	79	131	88	138	106
Gnl1	142	141	51	88	93	62	44
Gnl2	155	83	22	100	84	35	148
Gnl3	140	168	64	104	82	96	52
Gnl3l	453	337	100	224	203	164	248
Gnmt	0	0	0	6	0	0	0
Gnpat	53	57	50	59	48	121	58
Gnpda1	72	73	85	78	98	55	36
Gnpda2	138	87	75	73	96	60	150
Gnpnat1	25	17	13	20	61	40	26
Gnptab	877	88	45	52	34	82	29
Gnptg	667	475	221	334	341	356	338
Gnrh1	83	54	73	19	126	111	95
Gnrhr	0	0	0	6	0	0	0
Gns	93	136	74	172	61	101	96
Golga1	90	48	45	9	38	81	39
Golga2	77	59	39	38	52	49	19
Golga3	112	94	108	49	117	155	91
Golga4	95	130	52	143	38	116	85
Golga5	47	91	32	36	45	42	29
Golga7	92	153	85	150	148	103	142
Golga7b	88	85	71	70	39	125	62
Golgb1	510	292	232	434	166	423	300
Golim4	21	19	32	14	1	25	38
Golm1	28	60	0	30	5	6	7
Golph3	50	42	31	34	59	50	26
Golph3l	42	21	24	38	64	36	28
Golt1a	4	0	0	16	16	0	0
Golt1b	41	46	33	17	40	85	64
Gon4l	77	37	196	107	39	0	19
Gopc	68	98	65	26	33	10	44
Gorab	48	9	20	6	95	2	20
Gorasp1	35	95	0	99	48	20	23
Gorasp2	173	129	113	199	183	163	167
Gosr1	80	42	35	40	46	63	1
Gosr2	162	213	70	238	145	101	86
Got1	364	288	188	352	187	245	384
Got1l1	0	0	1	0	0	13	3
Got2	290	285	178	234	187	267	232
Got2-ps1	0	0	0	0	0	0	0
Gp1ba	0	0	0	0	0	0	0
Gp1bb	29	233	7	0	0	44	60
Gp2	0	0	0	0	0	0	0
Gp5	8	1	0	0	0	1	0
Gp6	0	15	0	0	0	0	0
Gp9	0	26	6	0	0	0	11
Gpa33	0	0	0	0	0	0	0
Gpaa1	37	78	72	102	50	88	43
Gpalpp1	202	241	81	151	210	286	200
Gpam	0	22	0	0	0	0	0
Gpank1	118	69	42	29	39	81	115
Gpat2	0	0	1	0	14	0	0
Gpat4	107	159	12	156	21	92	98
Gpatch1	48	13	26	26	13	47	68
Gpatch11	150	140	72	74	77	87	77
Gpatch2	17	9	12	12	0	0	35
Gpatch2l	15	16	17	8	21	1	2
Gpatch3	4	0	0	0	0	17	16
Gpatch4	269	247	139	193	245	190	195
Gpatch8	129	81	149	47	53	57	86
Gpbar1	1	0	0	0	0	0	0
Gpbp1	180	151	60	92	98	105	77
Gpbp1l1	32	36	29	46	10	7	33
Gpc1	37	76	51	50	36	25	54
Gpc2	1	0	0	0	0	0	0
Gpc3	67	101	39	139	42	98	42
Gpc4	56	16	19	25	29	34	9
Gpc5	24	80	23	28	1	38	41
Gpc6	234	156	34	178	221	150	57
Gpcpd1	111	52	23	61	55	85	42
Gpd1	5	0	1	2	0	17	3
Gpd1l	71	71	38	38	80	68	67
Gpd2	112	117	85	145	56	144	84
Gper1	0	5	0	2	0	0	10
Gpha2	0	0	0	0	0	0	8
Gphb5	0	0	0	0	0	0	0
Gphn	103	113	55	87	86	114	65
Gpi1	1138	1091	612	1174	634	823	845
Gpihbp1	0	0	0	0	0	0	0
Gpkow	30	30	53	72	18	40	28
Gpld1	154	258	218	155	72	192	166
Gpm6a	802	986	856	902	611	985	883
Gpm6b	625	1222	672	999	353	766	633
Gpn1	166	155	143	253	286	335	257
Gpn2	23	36	9	39	12	35	42
Gpn3	66	108	89	48	56	52	59
Gpnmb	0	0	0	0	0	1	0
Gpr1	18	30	16	7	25	8	6
Gpr101	53	52	22	33	57	72	22
Gpr107	26	84	59	30	28	15	81
Gpr108	54	53	49	33	60	52	27
Gpr119	0	0	0	0	0	0	0
Gpr12	19	55	36	94	11	7	87
Gpr132	0	0	0	0	0	0	0
Gpr135	7	12	1	7	14	10	1
Gpr137	81	109	44	129	18	57	47
Gpr137b	42	60	43	46	56	22	72
Gpr137c	11	23	10	10	2	19	13
Gpr139	20	10	16	6	0	0	2
Gpr141	0	0	0	0	0	0	0
Gpr142	0	0	0	0	0	0	0
Gpr143	0	0	0	0	0	0	0
Gpr146	65	69	0	60	21	17	36
Gpr149	12	15	12	0	7	15	7
Gpr15	0	0	0	0	0	0	0
Gpr150	26	5	0	4	34	6	0
Gpr151	0	6	0	20	0	0	0
Gpr152	0	0	0	0	0	0	0
Gpr153	20	53	32	72	45	32	44
Gpr155	21	9	41	7	25	26	5
Gpr156	9	6	11	3	0	0	0
Gpr157	39	40	10	23	74	33	8
Gpr158	45	79	32	49	81	55	44
Gpr160	0	0	0	0	0	0	0
Gpr161	8	23	10	0	5	17	5
Gpr162	12	24	16	33	6	8	29
Gpr165	12	0	0	20	3	3	2
Gpr17	8	27	3	34	0	29	0
Gpr171	3	0	0	5	0	0	2
Gpr173	1	4	6	36	0	10	8
Gpr174	2	66	0	0	3	2	2
Gpr176	29	32	5	4	13	63	34
Gpr179	517	6	12	45	8	26	13
Gpr18	0	0	5	0	8	0	10
Gpr180	52	110	58	91	58	65	53
Gpr182	1	0	0	0	0	0	3
Gpr183	4	3	3	15	11	1	4
Gpr19	48	100	28	98	56	40	74
Gpr20	0	0	0	0	0	0	0
Gpr21	4	0	0	5	3	0	0
Gpr22	117	100	120	54	57	131	28
Gpr25	1	0	2	0	0	0	0
Gpr26	27	42	15	30	9	24	20
Gpr27	49	48	33	53	29	72	93
Gpr3	0	4	6	5	2	0	0
Gpr31b	0	0	0	0	0	0	0
Gpr33	0	0	0	0	0	0	0
Gpr34	31	7	11	10	11	26	2
Gpr35	8	0	0	14	3	5	0
Gpr37	84	66	24	58	37	72	15
Gpr37l1	798	1419	894	1355	964	1042	1326
Gpr39	0	0	0	0	0	0	0
Gpr4	13	0	0	3	0	0	2
Gpr45	6	43	6	10	36	10	34
Gpr50	80	66	19	60	87	92	25
Gpr55	0	0	0	0	0	0	0
Gpr6	3	0	20	3	0	16	17
Gpr61	54	17	45	67	7	7	39
Gpr62	53	51	26	79	66	55	61
Gpr63	0	0	0	3	0	0	1
Gpr65	0	3	0	16	0	1	0
Gpr68	10	16	9	3	2	11	7
Gpr75	13	1	20	29	18	0	22
Gpr82	0	0	0	0	0	0	1
Gpr83	104	100	136	161	69	72	106
Gpr84	1	12	9	1	13	0	17
Gpr85	75	57	83	55	86	24	41
Gpr87	0	0	0	0	0	0	0
Gpr88	16	9	1	11	0	1	9
Gpr89	140	154	126	115	91	131	132
Gprasp1	2617	2442	2910	2108	1465	3730	2157
Gprasp2	884	946	500	681	456	710	731
Gprc5a	0	0	0	0	0	0	0
Gprc5b	32	41	2	53	6	84	9
Gprc5c	1	0	1	0	0	0	9
Gprc5d	0	0	0	0	0	3	0
Gprc6a	0	0	0	0	0	0	0
Gprin1	55	76	20	47	41	59	82
Gprin2	4	0	0	0	0	0	0
Gprin3	22	28	0	1	1	23	11
Gps1	446	525	369	731	317	424	560
Gps2	179	122	32	88	111	94	126
Gpsm1	78	169	49	99	54	43	90
Gpsm2	14	30	0	10	8	11	0
Gpsm3	4	13	1	18	9	5	11
Gpt	29	0	33	10	0	2	1
Gpt2	63	45	13	70	14	61	32
Gpx1	2247	1466	1181	1789	2574	1505	1402
Gpx2	0	23	2	0	0	33	0
Gpx2-ps1	1	1	0	1	0	1	1
Gpx3	1297	1221	1101	1795	1919	1341	1421
Gpx4	6350	5479	5017	5114	6857	6006	4598
Gpx5	0	0	0	0	0	0	0
Gpx6	0	0	0	0	8	0	17
Gpx7	34	70	23	30	54	22	45
Gpx8	16	29	19	38	18	29	46
Gramd1a	86	55	57	112	27	76	140
Gramd1b	64	193	34	53	26	77	97
Gramd1c	4	5	0	0	1	11	4
Gramd2	3	17	5	9	0	6	4
Gramd3	12	18	13	5	28	7	12
Gramd4	12	26	10	15	8	0	24
Grap	8	9	0	13	1	4	21
Grap2	0	0	0	0	0	0	0
Grasp	12	7	1	0	0	16	5
Grb10	242	220	137	248	152	149	327
Grb14	153	143	78	80	59	114	131
Grb2	145	288	150	219	73	224	229
Grb7	0	0	0	0	0	0	2
Grcc10	4235	2942	1917	2237	3505	3021	2878
Greb1	9	0	0	1	0	0	1
Greb1l	6	8	3	11	1	0	6
Grem1	0	0	2	4	7	6	10
Grem2	19	26	4	6	2	27	11
Grhl1	15	24	7	19	11	14	9
Grhl2	6	0	0	0	0	0	0
Grhl3	0	1	8	0	0	0	0
Grhpr	213	227	151	211	125	200	126
Gria1	486	679	371	502	181	440	437
Gria2	555	629	454	555	212	589	672
Gria3	78	111	27	81	45	117	108
Gria4	101	144	139	76	80	177	205
Grid1	23	46	37	28	21	86	35
Grid2	44	63	9	91	14	17	48
Grid2ip	2	0	0	0	0	0	0
Grifin	0	0	0	9	7	0	0
Grik1	11	58	1	12	14	6	43
Grik2	82	29	10	22	27	62	23
Grik3	53	49	69	62	60	30	67
Grik4	16	38	12	15	22	58	29
Grik5	95	125	79	136	44	110	103
Grin1	209	239	122	262	100	242	163
Grin2a	26	46	17	47	12	58	31
Grin2b	464	744	271	309	165	342	452
Grin2c	1	28	10	0	1	8	26
Grin2d	35	62	34	51	38	6	64
Grin3a	167	99	131	86	10	198	74
Grin3b	0	0	0	0	0	0	0
Grina	641	924	453	957	516	859	853
Grip1	22	24	28	16	31	1	28
Grip2	47	24	2	25	3	18	23
Gripap1	180	72	78	103	89	135	217
Grk1	589	15	16	5	4	19	5
Grk4	29	16	11	3	9	1	21
Grk5	5	0	0	6	0	0	9
Grk6	85	68	41	38	57	45	62
Grm1	223	74	59	28	32	64	61
Grm2	27	25	5	2	2	11	5
Grm3	388	49	15	5	0	28	30
Grm4	621	70	57	22	34	20	39
Grm5	247	224	157	145	198	266	201
Grm6	1281	5	4	5	7	8	6
Grm7	40	50	49	66	23	39	74
Grm8	89	25	17	44	19	7	15
Grn	161	139	149	143	49	157	122
Grp	24	10	10	13	17	0	0
Grpel1	622	452	383	582	428	441	396
Grpel2	79	37	12	48	64	35	22
Grpr	0	0	1	7	3	0	5
Grrp1	9	1	0	7	0	0	2
Grsf1	164	78	25	103	82	139	137
Grtp1	13	78	1	66	90	14	52
Grwd1	51	29	15	8	2	35	45
Grxcr1	9	0	0	0	0	0	0
Grxcr2	0	0	0	0	0	0	0
Gsap	13	3	0	17	27	24	10
Gsc	0	0	0	0	0	0	0
Gsc2	0	0	0	0	0	0	0
Gsdma	0	0	0	0	0	0	0
Gsdma2	8	0	0	0	4	0	0
Gsdma3	1	0	0	0	0	0	0
Gsdmc	0	0	0	0	0	0	0
Gsdmc2	0	0	0	0	0	0	0
Gsdmc3	0	0	0	0	0	0	0
Gsdmc4	12	0	0	0	0	0	0
Gsdmcl-ps	0	0	0	0	0	0	0
Gsdmcl1	0	0	0	0	0	0	0
Gsdmcl2	0	0	0	5	0	0	2
Gsdmd	1	0	11	20	0	0	3
Gse1	22	46	0	27	14	0	20
Gsg1	1	0	14	0	6	12	0
Gsg1l	46	51	18	25	15	12	29
Gsg1l2	0	0	0	0	0	0	0
Gsg2	0	0	0	0	0	0	0
Gsk3a	64	142	55	36	48	62	39
Gsk3b	390	294	274	222	248	485	187
Gskip	241	172	183	184	185	115	204
Gsn	86	107	57	46	38	61	68
Gspt1	102	68	51	148	66	89	71
Gspt2	81	74	36	32	53	40	83
Gsr	46	17	8	9	53	13	9
Gss	51	55	24	49	29	54	56
Gsta1	0	3	8	17	27	0	8
Gsta2	6	0	0	0	0	0	0
Gsta3	16	0	13	0	9	0	8
Gsta4	368	477	498	516	577	423	445
Gstcd	0	18	0	0	8	1	1
Gstk1	73	176	165	40	120	116	99
Gstm1	2824	4322	3328	4373	4400	3879	3235
Gstm2	1	0	26	21	38	7	16
Gstm2-ps1	1	0	1	6	1	0	1
Gstm3	0	0	1	6	2	9	0
Gstm4	89	80	64	162	77	69	54
Gstm5	1973	2583	1850	1868	1812	2319	1713
Gstm6	661	360	464	538	679	847	422
Gstm7	397	235	236	389	414	208	298
Gsto1	214	188	115	158	211	136	224
Gsto2	5	3	0	6	0	21	0
Gstp1	6590	4444	3518	4224	5342	4754	4196
Gstp2	42	94	12	24	70	0	18
Gstt1	258	310	245	302	253	226	267
Gstt2	51	23	22	28	42	63	28
Gstt3	111	121	54	209	60	96	90
Gstt4	0	0	0	0	0	0	0
Gstz1	164	60	97	130	148	98	164
Gsx1	1	24	4	4	2	0	7
Gsx2	0	0	0	0	0	0	0
Gtdc1	40	7	22	11	7	7	18
Gtf2a1	29	29	18	44	4	35	51
Gtf2a1l	0	0	9	0	0	1	4
Gtf2a2	281	185	153	180	217	150	102
Gtf2b	211	174	86	118	211	144	197
Gtf2e1	25	24	3	10	10	28	14
Gtf2e2	59	71	14	63	5	34	18
Gtf2f1	171	79	106	84	98	223	91
Gtf2f2	37	101	29	7	31	23	61
Gtf2h1	68	53	40	21	28	31	49
Gtf2h2	89	74	59	50	52	76	62
Gtf2h3	18	41	27	42	28	23	23
Gtf2h4	35	11	0	84	79	43	24
Gtf2h5	928	793	369	569	688	751	587
Gtf2i	313	298	110	345	180	283	195
Gtf2ird1	23	31	6	25	6	26	11
Gtf2ird2	11	51	0	17	11	47	17
Gtf3a	137	129	69	97	171	97	160
Gtf3c1	28	90	50	71	24	77	85
Gtf3c2	79	45	17	26	22	104	63
Gtf3c3	120	36	46	45	80	103	28
Gtf3c4	50	51	44	72	41	147	33
Gtf3c5	46	28	28	51	20	45	47
Gtf3c6	275	300	189	216	312	201	111
Gtpbp1	33	31	10	25	11	46	42
Gtpbp10	21	13	0	5	11	2	4
Gtpbp2	65	69	7	41	4	123	13
Gtpbp3	7	3	22	31	7	6	9
Gtpbp4	146	204	112	143	109	195	147
Gtpbp4-ps1	0	0	0	0	0	0	0
Gtpbp4-ps2	0	0	0	0	0	0	0
Gtpbp4-ps3	0	0	0	0	0	0	0
Gtpbp4-ps4	0	0	0	0	0	0	0
Gtpbp4-ps5	0	0	0	0	0	0	0
Gtpbp4-ps6	0	0	0	0	0	0	0
Gtpbp4-ps7	0	0	0	0	0	0	0
Gtpbp6	36	78	15	3	17	44	28
Gtpbp8	29	23	10	23	15	47	45
Gtse1	0	0	0	3	0	0	0
Gtsf1	0	0	0	0	0	0	0
Gtsf1l	0	0	0	0	0	0	0
Guca1a	0	0	0	1	10	4	0
Guca1b	6	0	0	0	0	0	5
Guca2a	2	0	0	0	0	0	0
Guca2b	0	0	0	0	0	0	0
Gucd1	7	23	2	10	16	17	34
Gucy1a2	21	4	0	7	0	0	15
Gucy1a3	155	25	46	127	45	122	101
Gucy1b2	0	0	0	0	0	0	0
Gucy1b3	120	155	52	49	95	91	67
Gucy2c	0	0	0	1	0	0	0
Gucy2d	0	0	0	0	0	0	0
Gucy2e	890	5	15	14	31	3	3
Gucy2f	1936	7	13	16	11	13	7
Gucy2g	1	2	17	6	0	0	5
Guf1	13	66	22	24	42	65	32
Guk1	1676	1176	879	1004	936	815	753
Gulo	0	0	0	0	0	0	0
Gulp1	1	16	17	6	14	1	5
Gusb	71	119	91	124	53	92	94
Gvin1	0	0	0	0	0	1	0
Gxylt1	35	6	12	7	51	8	30
Gxylt2	15	0	1	0	17	17	0
Gyg	126	58	111	126	141	110	165
Gykl1	0	0	0	0	0	0	0
Gyltl1b	0	0	0	0	3	0	3
Gypa	0	0	0	0	0	5	0
Gypc	0	1	0	0	1	7	0
Gys1	138	148	71	79	134	120	105
Gys2	0	0	0	0	0	0	0
Gzf1	86	86	78	54	37	41	47
Gzma	0	0	1	0	0	0	0
Gzmb	0	0	0	0	0	0	0
Gzmc	0	0	0	0	0	0	0
Gzmd	0	0	0	0	0	0	0
Gzme	0	0	0	0	0	0	0
Gzmf	0	0	0	0	0	0	0
Gzmg	0	0	0	0	0	0	0
Gzmk	0	3	13	0	9	0	10
Gzmm	3	0	2	0	0	0	10
Gzmn	0	0	0	0	0	0	0
H13	130	204	121	343	295	310	231
H1f0	40	55	62	145	81	28	83
H1fnt	0	0	0	0	0	0	0
H1foo	0	0	0	0	0	0	0
H1fx	50	26	5	13	15	15	40
H2-Aa	96	394	118	681	57	284	448
H2-Ab1	60	275	148	617	84	224	455
H2-Bl	62	23	30	14	32	35	21
H2-D1	197	245	125	193	234	313	406
H2-DMa	44	49	46	103	41	125	142
H2-DMb1	0	62	11	82	0	24	14
H2-DMb2	0	20	27	34	12	0	3
H2-Ea-ps	0	0	0	0	0	0	0
H2-Eb1	37	107	91	289	28	67	133
H2-Eb2	2	0	0	0	0	0	0
H2-K1	97	125	128	176	125	95	111
H2-K2	6	8	5	2	0	0	0
H2-Ke6	254	388	307	242	285	435	281
H2-M1	0	0	0	0	0	0	0
H2-M10.1	0	0	0	0	0	0	0
H2-M10.2	0	0	0	0	0	0	0
H2-M10.3	0	0	0	0	0	0	0
H2-M10.4	0	0	0	0	0	0	0
H2-M10.5	0	0	0	0	0	0	0
H2-M10.5-ps1	0	0	0	0	0	0	0
H2-M10.6	0	0	0	0	0	0	0
H2-M11	0	0	0	0	0	0	0
H2-M2	20	0	10	7	0	0	0
H2-M3	2	42	82	57	14	76	10
H2-M5	1	0	0	0	0	17	2
H2-M6-ps	0	0	0	0	0	0	0
H2-M9	0	0	0	0	0	0	0
H2-Oa	0	0	0	0	20	17	0
H2-Ob	0	19	1	14	1	10	0
H2-Pa	0	0	0	0	0	0	0
H2-Pb	0	0	0	0	0	0	0
H2-Q1	0	0	0	0	0	0	0
H2-Q10	6	0	2	0	0	24	3
H2-Q2	58	50	68	45	42	113	77
H2-Q3	0	0	0	0	0	1	0
H2-Q4	0	6	7	24	0	0	20
H2-Q5	0	1	0	8	0	0	0
H2-Q6	25	4	6	5	1	2	13
H2-Q7	27	6	42	36	16	22	16
H2-T10	6	0	0	1	3	0	0
H2-T22	36	55	52	27	42	49	81
H2-T23	3799	4044	2219	1736	3094	3728	2428
H2-T24	10	34	27	19	26	49	24
H2-T3	5	0	0	0	0	0	0
H2af-ps	0	0	0	0	0	0	0
H2afb1	0	0	0	0	0	0	0
H2afb2	0	0	0	0	0	0	0
H2afb3	0	0	0	0	0	0	0
H2afj	405	380	145	167	334	305	241
H2afv	537	611	428	627	570	388	363
H2afx	156	61	76	123	87	129	54
H2afy	261	240	309	321	283	245	207
