	GSM2670763	GSM2670764	GSM2670765	GSM2670766	GSM2670767	GSM2670768	GSM2670769	GSM2670770	GSM2670771	GSM2670772	GSM2670773	GSM2670774	GSM2670775	GSM2670776	GSM2670777	GSM2670778	GSM2670779	GSM2670780	GSM2670781
Idh3b	810	554	395	705	232	735	258	149	325	398	485	287	343	396	94	135	216	135	128
Idh3g	2247	1448	1159	1550	752	3817	1237	660	1174	1282	772	649	987	82	325	787	832	281	898
Idi1	280	105	82	185	252	559	268	63	113	77	65	60	66	8	281	174	338	272	292
Idi2	6	6	12	2	2	11	2	3	3	3	3	21	0	3	29	10	7	15	8
Idnk	284	311	269	418	155	660	424	445	550	260	410	332	299	270	261	153	202	196	153
Ido1	1	0	4	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0
Ido2	4	3	1	3	2	2	2	3	11	4	7	1	4	2	96	10	5	2	13
Ids	1751	1683	1101	1889	899	4287	1946	1645	1464	3835	2162	1786	2505	2153	1285	1251	1042	927	1090
Idua	354	312	186	370	198	1295	529	378	317	284	9	62	132	59	187	181	185	220	107
Ier2	1837	1911	1336	1568	808	2767	1500	3124	3137	1372	543	446	409	505	245	386	233	278	257
Ier3	268	636	312	584	123	336	191	191	628	142	833	986	1414	665	40	148	185	133	151
Ier3ip1	502	717	460	741	196	458	250	322	691	609	677	553	712	587	370	108	60	33	77
Ier5	620	1020	750	1113	499	1513	924	1274	1079	482	425	495	554	442	461	547	873	533	560
Ier5l	5	11	13	4	5	81	3	0	34	3	97	67	3	1	0	25	64	12	25
Iffo1	614	424	356	565	298	1462	614	527	490	611	283	379	441	205	280	401	283	332	277
Iffo2	442	224	139	246	95	387	305	212	331	201	272	235	205	95	1047	517	830	501	550
Ifi202b	257	337	290	402	205	651	261	1	1	0	56	29	127	91	0	17	13	0	0
Ifi203	2955	2759	2378	3597	2382	12350	5089	1321	1859	622	414	689	767	564	182	309	352	403	156
Ifi204	343	448	442	670	253	1012	599	906	925	611	295	228	290	40	81	190	150	150	100
Ifi205	203	256	258	313	134	691	363	367	446	171	322	161	454	194	1140	2535	1854	1707	1710
Ifi27	219	217	203	307	223	1089	535	362	263	325	124	105	198	185	1	50	51	15	9
Ifi27l2a	326	447	397	481	485	2235	446	794	606	233	934	686	560	310	23	48	58	46	22
Ifi27l2b	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0
Ifi30	3186	3074	2151	4193	1143	5001	1817	1132	1292	670	4493	3454	4711	3836	2318	4756	4263	4506	5259
Ifi35	366	213	246	467	126	689	200	328	143	197	132	242	328	292	399	633	756	453	432
Ifi44	97	62	84	65	105	586	193	171	114	42	8	3	20	3	29	25	11	31	23
Ifi44l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0
Ifi47	204	205	168	392	138	453	209	35	143	95	28	2	102	52	1	36	146	81	19
Ifih1	681	879	590	1022	436	2174	1205	738	1528	803	718	293	509	279	177	187	172	122	263
Ifit1	131	181	125	177	84	330	269	112	34	115	209	364	72	29	20	24	61	25	10
Ifit1bl1	21	42	57	27	9	56	69	0	145	44	0	0	24	1	93	0	1	7	0
Ifit1bl2	18	3	27	12	8	18	14	9	2	20	24	0	19	2	0	8	36	1	1
Ifit2	166	172	122	194	78	278	187	108	499	114	20	1	12	0	108	7	18	13	19
Ifit3	44	52	36	68	47	284	153	20	91	61	0	29	1	0	1	0	0	0	0
Ifit3b	42	18	19	13	7	41	27	28	43	12	2	0	0	0	0	1	0	1	0
Ifitm1	14	7	35	14	3	17	15	2	253	21	453	195	278	271	7	17	34	1	24
Ifitm10	24	26	17	28	14	22	22	63	7	26	54	50	6	40	1	32	6	45	3
Ifitm2	651	423	514	633	188	432	370	112	691	261	3849	3485	3732	3186	42	331	247	126	300
Ifitm3	401	611	698	1065	734	2004	1210	1013	832	447	4498	3741	3730	5063	130	668	422	736	413
Ifitm5	37	7	13	3	11	16	24	17	31	0	2	97	18	88	85	23	2	64	2
Ifitm6	2	0	2	3	0	0	1	0	0	0	32	49	73	73	0	0	1	1	0
Ifitm7	23	22	22	12	9	39	29	12	2	11	7	3	31	0	15	13	7	13	25
Ifna-ps1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifna1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifna11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifna12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifna13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifna14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifna15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifna16	2	1	1	1	0	3	0	0	1	0	0	1	1	1	0	0	0	0	0
Ifna2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0
Ifna4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifna5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifna6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifna7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifna9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifnab	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Ifnar1	4512	3524	2054	4574	1890	7953	4024	2343	2495	1433	3683	3175	3960	2816	1453	1299	1235	915	1271
Ifnar2	2882	2338	1446	2903	1326	5052	2059	1496	2651	1149	954	719	904	370	298	417	333	377	345
Ifnb1	16	25	14	5	0	0	11	0	29	0	6	3	0	0	0	0	0	0	0
Ifne	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifng	0	0	3	0	0	0	0	0	0	19	0	0	0	0	0	4	23	0	0
Ifngr1	5479	3567	3741	4239	2515	11871	4205	7433	7334	1414	8236	5548	7441	3908	1436	2052	2306	1546	2008
Ifngr2	2150	2293	1411	2580	1108	4632	2131	1924	1920	652	2300	2190	2029	1067	435	1184	735	536	969
Ifnk	1	0	1	0	1	0	0	0	19	4	0	5	11	1	0	0	0	0	0
Ifnl2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Ifnl3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ifnlr1	1736	718	465	1353	358	1694	695	8	115	183	29	3	10	22	212	359	178	58	148
Ifnz	0	0	0	0	0	0	1	0	0	0	0	25	0	0	0	0	0	0	0
Ifrd1	2321	3622	1589	2666	654	2369	1678	3330	2219	1305	1726	1704	2611	1842	659	494	612	525	525
Ifrd2	119	59	37	85	33	158	54	15	3	37	114	14	51	80	9	71	29	3	13
Ift122	135	85	119	108	86	221	192	43	127	361	61	119	108	32	30	83	81	44	96
Ift140	316	232	157	273	93	536	161	134	204	156	145	85	251	84	947	212	187	150	275
Ift172	265	133	125	191	109	677	180	121	249	234	80	124	31	169	112	208	77	113	110
Ift20	383	489	286	463	115	370	226	252	418	993	189	251	271	303	26	60	135	84	53
Ift22	157	121	125	189	74	452	121	57	62	261	2	45	45	0	178	143	99	181	124
Ift27	30	18	20	29	4	52	35	18	32	58	8	19	20	95	32	11	4	2	2
Ift43	11	6	19	13	11	59	18	37	0	13	1	0	0	88	9	17	8	0	18
Ift46	405	419	307	426	250	1114	372	416	378	693	194	305	420	333	118	160	115	266	149
Ift52	391	195	196	275	112	483	191	292	44	263	110	28	29	5	32	172	128	147	115
Ift57	136	89	84	76	47	88	17	10	57	255	170	118	135	56	85	33	101	21	96
Ift74	109	74	55	59	35	94	24	89	4	159	38	0	0	0	0	0	7	0	13
Ift80	575	331	738	458	515	1878	1068	641	708	750	556	376	502	345	598	601	474	265	371
Ift81	98	39	57	73	39	109	32	1	0	453	0	1	18	0	64	6	0	7	1
Ift88	89	70	65	81	69	299	180	62	31	304	35	4	34	36	2	65	79	62	27
Igbp1	1141	1419	1020	1510	532	1772	1005	1022	1372	879	477	521	302	354	528	584	337	406	318
Igbp1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igdcc3	0	1	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5
Igdcc4	4	2	16	3	3	38	0	1	2	84	9	2	19	78	0	2	1	0	5
Igf1	693	1098	529	989	184	424	353	402	897	250	40	205	100	2	1	33	2	1	12
Igf1r	1383	873	620	829	287	1912	763	1600	878	1880	1739	980	1300	827	326	431	531	211	300
Igf2	42	17	30	20	13	41	59	3	67	103	65	42	54	0	2	42	28	69	21
Igf2bp1	30	12	42	18	8	44	24	10	55	19	24	35	9	85	2	13	14	6	14
Igf2bp2	180	138	124	166	63	235	94	90	76	381	200	109	170	42	0	12	4	43	5
Igf2bp3	690	532	249	552	170	681	401	115	514	298	183	341	287	36	18	97	80	44	23
Igf2r	67	55	32	84	46	134	53	9	178	522	85	70	143	25	607	622	526	441	856
Igfals	4	0	0	1	6	1	0	0	0	53	24	0	0	0	0	0	0	0	0
Igfbp1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Igfbp2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Igfbp3	31	17	22	30	56	27	202	107	522	221	2	0	0	32	1	0	0	0	0
Igfbp4	841	668	702	736	380	1351	576	1135	1298	321	1346	882	1023	867	259	391	358	268	203
Igfbp5	120	82	46	74	45	11	177	345	173	303	14	10	202	700	67	53	11	0	0
Igfbp6	0	0	0	0	0	0	0	0	0	0	10	0	1	59	0	0	0	0	0
Igfbp7	107	431	249	402	370	441	1087	103	2413	2284	158	48	103	64	40	4	0	0	29
Igfbpl1	0	1	18	2	2	21	2	1	4	7	18	3	16	1	0	36	1	1	1
Igfl3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igflr1	0	0	0	5	0	0	0	13	0	0	0	0	52	63	132	0	0	4	0
Igfn1	1	0	2	0	0	2	2	0	0	4	0	1	0	0	0	0	0	0	0
Igha	0	0	8	0	0	0	3	0	5	0	23	0	1284	1	2	0	1	14	1
Ighd	83	40	23	57	27	139	58	28	56	16	66	35	154	11	121	286	472	134	78
Ighd1-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighd2-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighd2-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighd2-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighd2-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighd2-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighd2-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighd3-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighd3-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighd4-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighd5-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighd5-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighd5-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighd5-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighd5-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighd5-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighd5-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighd5-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighd6-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighd6-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighe	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
Ighg1	4	0	0	0	4	3	0	0	0	0	0	0	1	0	3	58	295	123	48
Ighg2b	5	0	9	4	1	2	0	0	0	0	0	0	5	0	2195	2005	5698	183	86
Ighg2c	1	0	20	1	0	0	0	0	0	0	0	0	0	0	45	2497	1407	5	65
Ighg3	1	0	14	1	0	0	0	4	0	0	0	0	0	0	17	151	699	0	86
Ighj1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighj2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighj3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighj4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighm	7647	3027	2068	3530	2022	9130	3251	2213	3749	1290	214	216	820	652	1090	2656	4119	4145	1291
Ighmbp2	106	61	52	76	36	186	100	25	23	53	2	104	6	1	68	32	72	21	20
Ighv1-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-15	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-17-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Ighv1-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-19-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
Ighv1-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-21-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
Ighv1-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-25	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Ighv1-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	142	21	0
Ighv1-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-30	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0
Ighv1-32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Ighv1-34	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	17	0	0
Ighv1-35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Ighv1-37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-39	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0
Ighv1-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
Ighv1-43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-44	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-45	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-49	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Ighv1-51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Ighv1-52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Ighv1-53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Ighv1-54	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	415	0	0
Ighv1-56	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-57	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-58	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Ighv1-61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0
Ighv1-62	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Ighv1-62-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-62-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-62-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Ighv1-64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0
Ighv1-65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-67	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
Ighv1-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0
Ighv1-70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
Ighv1-73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-76	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0
Ighv1-77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0
Ighv1-79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-82	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
Ighv1-83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv1-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv10-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
Ighv10-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv10-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv10-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv11-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv11-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv12-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv12-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv12-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
Ighv13-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv13-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv14-1	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Ighv14-2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Ighv14-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv14-4	0	0	2	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0
Ighv15-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv15-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
Ighv16-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv2-1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	12	0	0	0	0
Ighv2-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Ighv2-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Ighv2-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv2-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv2-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv2-6-8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv2-7	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv2-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv2-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv2-9-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0
Ighv3-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv3-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0
Ighv3-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv3-4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Ighv3-5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Ighv3-6	3	0	0	0	0	0	0	0	0	0	0	0	0	36	13	7	72	0	0
Ighv3-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
Ighv3-8	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	144	0	0	0
Ighv4-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0
Ighv4-2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv5-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv5-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv5-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv5-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Ighv5-12-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv5-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv5-15	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0
Ighv5-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv5-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Ighv5-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv5-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv5-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv5-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv5-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Ighv5-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1
Ighv5-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv5-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0
Ighv5-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv5-8	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
Ighv5-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Ighv5-9-1	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0
Ighv6-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv6-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv6-3	0	0	0	2	0	5	0	0	0	0	1	0	48	0	190	38	0	0	2
Ighv6-4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv6-5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv6-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Ighv6-7	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Ighv7-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
