	GSM1910656	GSM1910659	GSM1910652	GSM1910667	GSM1910657	GSM1910665	GSM1910662	GSM1910655	GSM1910664	GSM1910653	GSM1910658	GSM1910666	GSM1910660	GSM1910661	GSM1910663	GSM1910654
Ighv8-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv8-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv8-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv8-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv8-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv8-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv8-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv8-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv8-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv8-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv8-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv8-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv8-8	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0
Ighv8-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv9-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv9-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv9-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ighv9-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igip	161	106	67	67	56	166	155	69	107	51	184	58	148	82	137	187
Igkc	0	0	17	2	0	40	0	0	1	0	2	28	0	128	3	0
Igkj1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Igkj2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkj3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkj4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkj5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Igkv1-108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv1-110	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Igkv1-115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv1-117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv1-122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv1-131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv1-132	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Igkv1-133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv1-135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv1-136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv1-35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv1-88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv1-99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv10-94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv10-95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv10-96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv11-106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv11-114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv11-118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv11-125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv12-38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv12-40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv12-41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv12-42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv12-44	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Igkv12-46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv12-47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv12-49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv12-66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv12-67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv12-89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv12-98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv13-54-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv13-55-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv13-56-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv13-57-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv13-57-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv13-61-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv13-62-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv13-64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv13-71-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv13-73-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv13-74-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv13-76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv13-78-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv13-80-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv13-82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv13-84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv13-85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv13-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv14-100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv14-111	0	0	0	0	0	1	0	0	0	0	0	0	0	65	1	0
Igkv14-118-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv14-118-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv14-126	0	0	7	0	0	13	0	0	0	0	0	7	0	9	0	0
Igkv14-126-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv14-130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv14-134-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv15-101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv15-101-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv15-102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv15-103	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0
Igkv15-97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv16-104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv17-121	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
Igkv17-127	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
Igkv17-134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv18-36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv19-93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv2-105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv2-107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv2-109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv2-112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv2-113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv2-116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv2-137	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
Igkv2-93-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv2-95-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv2-95-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv20-101-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv3-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv3-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv3-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv3-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Igkv3-12-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv3-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv3-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv3-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv3-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv3-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv3-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv3-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv3-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-57-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-68	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
Igkv4-69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv4-92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv5-37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv5-39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv5-40-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv5-43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv5-45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv5-48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv6-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv6-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv6-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv6-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv6-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv6-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv6-25	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
Igkv6-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv6-32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv7-33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv8-16	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
Igkv8-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv8-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv8-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv8-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv8-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv8-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv8-27	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Igkv8-28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv8-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv8-31	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Igkv8-34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv9-119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv9-120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv9-123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv9-124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv9-128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igkv9-129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iglc1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
Iglc2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Iglc3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iglc4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iglj1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iglj2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iglj3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iglj3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iglj4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igll1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Iglon5	87	32	10	16	44	37	40	27	23	11	61	9	38	22	23	93
Iglv1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Iglv2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iglv3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igsf1	848	334	425	169	303	604	484	391	306	205	658	72	413	362	343	662
Igsf10	31	11	0	2	16	16	12	8	15	20	30	6	11	6	11	26
Igsf11	189	183	119	133	70	512	272	47	211	162	198	78	264	129	254	190
Igsf21	37	73	21	36	23	66	80	11	38	21	20	39	60	56	69	48
Igsf23	22	46	13	5	5	8	18	4	13	51	33	27	21	16	12	17
Igsf3	42	59	27	21	29	53	36	26	31	43	206	13	45	37	28	63
Igsf5	248	146	110	61	102	277	244	74	144	171	383	66	246	128	179	163
Igsf6	11	17	10	5	7	20	8	6	13	12	21	3	7	9	18	9
Igsf8	871	442	354	282	383	712	501	313	555	404	1024	236	441	327	514	922
Igsf9	76	161	64	74	46	177	143	34	173	151	142	37	173	87	165	114
Igsf9b	103	69	37	40	42	87	68	66	31	45	134	3	79	33	80	241
Igtp	316	121	72	86	96	243	145	88	121	118	948	57	157	84	178	248
Ihh	0	3	0	1	0	0	1	0	1	1	20	0	2	2	0	0
Iigp1	61	8	10	6	25	11	5	20	4	25	940	8	3	6	14	31
Ik	1928	1218	622	656	1030	2343	1640	638	1304	864	2129	323	1452	726	1380	2010
Ikbip	534	370	184	179	170	625	537	138	343	268	268	115	481	287	424	375
Ikbkap	725	502	273	270	420	844	694	263	559	380	774	97	597	319	598	868
Ikbkb	594	454	278	265	320	863	544	168	563	431	911	99	487	306	514	449
Ikbke	144	138	79	75	77	496	185	53	149	161	245	38	132	88	141	127
Ikbkg	547	787	436	438	233	1412	982	169	829	713	679	175	962	437	911	473
Ikzf1	6	15	7	9	1	16	14	2	7	5	16	2	11	6	8	14
Ikzf2	120	69	30	43	33	85	119	28	59	55	183	11	66	34	77	109
Ikzf3	86	68	76	58	21	270	116	30	138	115	105	27	110	68	149	82
Ikzf4	729	214	170	140	289	537	276	195	327	169	600	45	284	154	347	594
Ikzf5	465	271	188	167	249	467	383	152	343	208	589	70	328	234	348	476
Il10	10	0	0	0	3	2	0	4	0	0	4	0	0	1	0	2
Il10ra	26	17	5	11	17	24	11	8	14	8	53	5	7	4	13	17
Il10rb	344	250	156	126	156	455	322	88	246	203	571	96	333	156	281	358
Il11	92	470	411	201	31	595	672	20	835	1072	305	446	447	557	784	48
Il11ra1	327	15	56	70	123	356	139	67	205	91	272	86	155	24	247	177
Il11ra2	0	0	0	0	0	0	0	3	0	3	6	0	3	3	3	0
Il12a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il12b	10	0	1	0	0	1	0	2	0	0	2	0	0	0	0	2
Il12rb1	3	3	1	0	1	1	4	3	7	1	9	1	3	0	7	2
Il12rb2	1	1	2	0	0	0	1	1	0	0	2	0	0	0	0	1
Il13	1	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0
Il13ra1	1611	374	349	215	750	1001	537	618	527	498	2639	141	474	283	567	1914
Il13ra2	2	1	1	0	0	3	1	0	3	0	1	1	1	1	2	0
Il15	4	1	1	0	5	2	1	0	7	0	27	0	0	2	2	3
Il15ra	165	58	44	43	92	164	91	59	112	78	282	23	77	39	91	195
Il16	6	9	9	1	1	22	15	6	9	5	27	4	10	5	8	8
Il17a	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0
Il17b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il17c	1	3	0	0	1	14	1	1	1	0	1	0	0	0	2	0
Il17d	94	47	30	37	31	86	84	29	53	38	102	21	73	35	51	86
Il17f	4	15	6	5	5	16	9	5	11	12	15	1	5	4	11	10
Il17ra	458	324	194	153	276	599	330	156	332	232	591	66	347	201	380	432
Il17rb	2	1	2	1	2	4	1	0	2	0	7	0	1	1	2	1
Il17rc	299	197	121	113	125	431	266	64	224	217	398	103	287	130	240	216
Il17rd	87	42	21	18	19	50	52	31	32	29	104	7	57	25	50	67
Il17re	118	43	49	50	60	198	62	30	65	80	204	18	74	30	80	60
Il18	47	36	24	20	49	70	45	23	28	22	170	22	13	18	57	30
Il18bp	219	161	361	148	83	666	218	59	426	501	372	173	216	195	405	177
Il18r1	42	5	14	12	32	29	21	22	17	46	96	2	17	7	21	28
Il18rap	11	11	3	10	14	18	15	7	23	10	27	3	20	6	15	19
Il19	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0
Il1a	46	18	32	11	17	42	19	8	17	19	78	3	16	15	16	14
Il1b	393	32	40	36	109	214	51	67	87	53	313	25	44	45	105	236
Il1f10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Il1f5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il1f6	0	0	0	0	0	18	0	0	1	1	1	0	0	0	0	0
Il1f8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il1f9	3	3	2	3	1	7	25	1	7	4	7	1	14	2	2	18
Il1r1	22980	7225	3663	4034	9852	11048	9935	7700	5379	3649	18648	1181	9759	5003	7830	20629
Il1r2	148	17	17	5	63	46	25	53	24	21	124	12	27	17	15	115
Il1rap	142	110	55	48	81	183	131	61	107	69	200	16	133	85	115	182
Il1rapl1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0
Il1rapl2	1	0	0	0	1	1	1	1	1	0	0	0	2	0	0	1
Il1rl1	7	8	8	6	8	7	13	3	8	24	20	3	5	13	5	2
Il1rl2	32	20	8	5	16	20	13	9	15	17	66	3	13	16	15	15
Il1rn	141	68	58	25	38	128	71	14	53	77	678	33	84	64	67	137
Il2	2	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0
Il20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il20ra	2	0	0	0	3	0	2	1	0	0	4	0	2	0	1	4
Il20rb	28	10	13	5	15	48	15	11	28	18	58	6	13	8	21	19
Il21	29	4	7	1	3	24	4	5	7	9	34	2	5	1	4	14
Il21r	4	17	8	11	2	16	10	2	14	7	20	4	7	5	12	9
Il22	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Il22ra1	18	8	0	0	5	5	2	5	2	10	42	1	6	3	2	10
Il22ra2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
Il23a	1	3	5	3	6	8	6	1	5	10	3	1	6	6	3	3
Il23r	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Il24	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
Il25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il27	4	0	0	1	1	5	6	2	3	3	11	1	1	1	0	6
Il27ra	4	0	1	0	3	1	0	1	3	2	10	0	1	0	1	4
Il2ra	9	1	1	0	6	5	1	1	3	0	15	2	0	1	0	5
Il2rb	4	2	1	1	3	1	2	2	1	2	7	0	1	1	1	5
Il2rg	55	22	16	6	36	28	16	17	19	17	148	21	14	14	17	30
Il3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il31	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Il31ra	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0
Il33	123	13	17	5	51	41	10	33	7	14	698	5	18	12	10	39
Il34	31	37	24	15	12	44	36	10	49	45	130	26	34	40	49	10
Il3ra	133	111	80	70	99	257	149	39	146	98	192	62	184	79	173	111
Il4	14	4	2	5	1	11	6	1	7	3	7	2	5	8	6	10
Il4i1	13	14	12	8	8	137	11	8	40	70	30	10	9	9	14	11
Il4ra	455	246	204	114	196	403	258	150	269	267	1410	113	218	233	260	324
Il5	0	0	0	0	2	0	0	2	0	0	23	0	0	0	0	1
Il5ra	0	2	1	4	4	1	3	0	2	3	3	1	4	2	3	9
Il6	391	35	41	15	95	276	29	122	59	148	1213	73	18	42	68	162
Il6ra	1521	806	542	476	727	1243	1126	621	734	744	1678	122	1018	590	859	1839
Il6st	2815	2146	1088	1242	1222	3737	2514	1160	1757	1260	5517	342	2643	1241	2686	3332
Il7	5	4	5	1	5	3	3	4	1	3	38	1	2	3	4	6
Il7r	42	13	15	11	15	40	18	6	17	16	60	4	17	20	13	22
Il9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il9r	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
Ildr1	1584	753	398	427	575	1448	1037	465	829	598	1777	202	1045	465	953	1384
Ildr2	16	6	9	6	18	19	15	11	11	10	167	7	13	19	14	28
Ilf2	835	582	289	320	394	1070	676	249	611	426	1129	214	627	412	614	812
Ilf3	1288	866	465	525	642	1385	1048	403	890	679	1457	207	994	550	973	1143
Ilk	1197	952	449	453	523	1314	1092	361	823	663	1498	364	950	565	1003	1051
Ilkap	740	513	242	247	346	859	564	222	481	356	763	174	585	317	482	641
Iltifb	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Ilvbl	209	206	113	90	100	347	248	53	221	173	234	71	234	148	247	149
Immp1l	783	400	245	224	236	725	516	142	433	283	739	204	610	311	488	607
Immp2l	37	24	5	6	12	36	16	12	7	4	29	13	37	18	8	39
Immt	1474	1282	724	711	507	2289	1573	454	1267	941	1721	373	1566	842	1521	1272
Imp3	594	524	263	287	245	913	697	229	524	394	829	253	668	327	594	591
Imp4	491	384	192	209	246	707	485	131	461	297	631	149	532	232	475	411
Impa1	948	715	453	423	356	1231	903	281	714	602	1144	208	886	536	871	877
Impa2	8	18	6	3	0	6	10	3	5	5	19	7	11	2	11	7
Impact	1242	1016	477	651	850	1835	1225	439	1166	768	1049	232	1161	521	1267	1264
Impad1	2255	1497	730	751	945	2163	1859	746	1269	894	2293	223	1797	841	1495	2344
Impdh1	1863	1338	679	733	740	2470	1938	467	1470	908	1657	441	1620	866	1489	1336
Impdh2	847	674	343	322	366	1144	704	245	705	456	1294	280	697	439	812	754
Impg1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
Impg2	24	28	30	10	10	80	44	7	69	38	27	12	41	50	60	21
Ina	558	593	257	303	238	987	735	199	606	291	643	156	631	286	685	629
Inadl	802	609	393	337	295	991	746	283	571	514	947	90	766	403	643	709
Inafm1	249	179	113	91	114	330	319	99	194	165	261	97	251	129	199	207
Inca1	31	16	5	8	11	28	29	8	13	14	18	7	19	17	26	19
Incenp	87	77	38	35	29	112	93	25	85	50	95	20	82	42	84	65
Inf2	61	65	34	31	25	75	55	23	92	75	244	22	68	62	70	21
Ing1	331	243	132	132	135	449	342	115	257	191	375	62	341	172	295	266
Ing2	960	339	137	184	437	580	494	299	327	176	532	117	323	249	376	853
Ing3	231	181	76	97	102	287	233	70	155	135	261	41	220	104	178	210
Ing4	393	300	171	181	175	550	359	96	348	249	481	154	321	187	293	201
Ing5	310	288	118	162	182	431	299	133	305	224	501	50	290	143	293	324
Inha	240	201	80	118	165	509	278	50	351	214	239	106	152	124	216	141
Inhba	86	104	109	60	32	218	137	19	192	169	148	8	87	120	165	59
Inhbb	1083	623	305	261	372	984	662	249	814	472	1483	149	472	442	755	573
Inhbc	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Inhbe	0	0	0	0	0	2	1	0	0	0	0	0	0	1	1	0
Inip	180	143	60	66	111	238	146	53	133	114	244	45	134	88	169	169
Inmt	7	2	0	0	3	2	5	7	6	1	27	2	2	4	2	6
Ino80	536	425	204	208	295	692	443	240	392	299	818	75	447	195	433	626
Ino80b	195	142	100	82	91	220	166	55	183	128	269	90	161	102	151	164
Ino80c	346	247	143	125	147	428	285	96	241	200	504	85	254	166	264	299
Ino80d	613	410	201	215	223	595	529	222	300	223	715	42	486	223	435	708
Ino80e	525	379	205	213	243	642	487	149	390	273	624	179	448	250	457	491
Inpp1	387	155	83	79	271	291	238	175	174	151	650	31	193	138	192	494
Inpp4a	2199	955	727	636	839	1954	1305	729	1129	795	2251	209	1231	628	1197	2127
Inpp4b	173	87	65	81	16	77	199	25	168	37	227	10	207	99	183	80
