	GSM2995265	GSM2995266	GSM2995267	GSM2995268	GSM2995269	GSM2995270	GSM2995271
Iqcc	158	117	91	134	138	106	106
Iqcd	15	13	8	21	12	7	9
Iqce	92	81	60	81	67	68	35
Iqcf1	0	0	0	0	0	0	0
Iqcf3	0	0	0	0	0	0	1
Iqcf4	0	0	0	0	0	0	0
Iqcf5	0	0	0	0	0	0	0
Iqcf6	0	0	0	0	0	0	0
Iqcg	37	30	20	41	29	20	25
Iqch	4	1	3	1	2	0	4
Iqcj	0	0	0	0	0	0	0
Iqck	0	6	2	2	8	7	5
Iqgap1	2873	2974	2046	2304	2975	2510	2302
Iqgap2	9456	8575	5726	6592	8620	7761	7693
Iqgap3	95	154	138	101	195	129	117
Iqsec1	123	137	149	181	137	105	74
Iqsec2	399	380	322	417	404	283	300
Iqsec3	11	8	8	14	1	2	6
Iqub	1	0	0	3	0	1	2
Irak1	463	471	360	394	622	456	370
Irak1bp1	13	9	14	19	20	7	15
Irak2	1882	1697	1583	1430	1532	1561	1361
Irak3	13	9	10	13	17	12	4
Irak4	1517	1104	762	1023	1245	922	751
Ireb2	3812	3027	2016	2055	3492	2944	2716
Irf1	5147	4421	3221	3177	5164	3263	4765
Irf2	1528	1514	1178	1167	1583	1422	1266
Irf2bp1	671	777	1019	1059	929	753	615
Irf2bp2	1399	1648	1677	1482	1538	1394	1251
Irf2bpl	778	561	710	953	697	536	529
Irf3	1350	1216	1055	1382	1195	1240	1099
Irf4	38	21	20	12	118	27	22
Irf5	78	42	32	35	151	39	46
Irf6	3288	3022	2222	2428	2942	2974	2477
Irf7	3367	3646	3697	3892	3532	2662	4240
Irf8	2462	2183	1922	1978	2844	1923	2484
Irf9	1313	1153	1059	1069	1208	1145	1291
Irgc1	0	0	0	0	0	0	0
Irgm1	326	416	359	253	566	397	912
Irgm2	602	579	444	335	543	557	965
Irgq	476	496	477	480	572	461	357
Irs1	8	8	23	16	19	12	11
Irs2	918	1162	1573	1271	1235	1604	822
Irs3	3	1	1	24	0	1	0
Irs4	2	1	3	0	1	0	2
Irx1	0	0	0	0	0	0	0
Irx2	0	0	0	0	0	0	1
Irx3	21	29	37	44	16	20	12
Irx3os	0	0	0	0	0	1	0
Irx4	0	1	1	6	1	1	2
Irx5	10	13	10	7	2	2	2
Irx6	0	0	0	0	0	0	0
Isca1	1853	1696	1443	1858	1925	1605	1758
Isca2	516	588	504	598	520	591	559
Iscu	1045	1035	949	1093	1147	975	1022
Isg15	788	970	912	766	950	673	1620
Isg20	31	22	30	26	63	23	18
Isg20l2	205	227	206	197	307	245	247
Isl1	11	22	21	12	17	27	20
Isl2	3	1	1	0	0	0	1
Islr	136	73	113	157	61	36	27
Islr2	24	16	26	20	9	5	3
Ism1	4	7	15	21	0	0	0
Ism2	7	1	3	4	4	3	4
Isoc1	2490	2303	1910	2018	2899	2328	2060
Isoc2a	945	878	908	1061	1184	1206	1456
Isoc2b	380	441	472	564	364	385	260
Ispd	68	77	44	71	72	47	73
Ist1	2985	3088	2096	2431	3051	2568	2635
Isx	1398	1310	817	768	1654	1108	1285
Isy1	366	457	396	389	497	458	461
Isyna1	419	544	589	563	663	549	333
Itch	2132	2117	1611	1719	2058	1951	1637
Itfg1	1721	1815	1191	1544	1919	1693	1539
Itfg2	199	261	193	171	239	210	226
Itga1	264	220	168	194	235	105	104
Itga10	32	17	17	31	30	26	50
Itga11	12	2	3	6	33	4	8
Itga2	86	61	70	36	84	79	37
Itga2b	53	37	43	79	34	57	81
Itga3	3984	6315	5576	7288	5835	5812	5866
Itga4	150	94	50	39	199	80	98
Itga5	90	81	84	97	84	46	34
Itga6	5287	5398	3748	4563	4833	3492	3782
Itga7	138	115	121	178	104	81	133
Itga8	41	22	9	15	102	8	8
Itga9	268	167	222	251	201	90	58
Itgad	40	41	39	20	51	25	48
Itgae	547	396	389	99	449	233	258
Itgal	72	74	46	22	163	34	71
Itgam	129	79	88	63	168	77	78
Itgav	590	526	366	387	523	416	266
Itgax	237	128	156	64	376	90	156
Itgb1	4145	3922	3113	3717	4083	3848	3318
Itgb1bp1	109	132	125	163	144	133	167
Itgb1bp2	7	3	0	3	2	5	3
Itgb2	241	158	171	58	353	69	119
Itgb2l	133	90	52	112	86	88	71
Itgb3	121	75	52	78	108	48	18
Itgb3bp	55	112	60	52	56	83	72
Itgb4	4222	4184	3947	6001	3647	3597	3160
Itgb5	1482	1110	1249	1495	1149	841	735
Itgb6	299	403	229	251	256	177	109
Itgb7	312	265	286	98	356	138	277
Itgb8	4	6	2	4	8	0	1
Itgbl1	5	1	1	5	0	2	1
Itih1	0	0	0	0	0	0	0
Itih2	1	0	0	0	0	0	2
Itih3	3	4	0	1	15	3	1
Itih4	3	0	0	2	0	0	1
Itih5	223	177	147	213	362	95	91
Itih5l-ps	0	0	0	0	0	0	0
Itk	132	78	76	40	108	44	84
Itln1	1658	5347	6238	5909	2804	6529	561
Itm2a	22	11	14	15	8	1	6
Itm2b	26090	23682	22142	22514	24052	19477	17463
Itm2c	1174	1090	1042	1232	1321	1011	850
Itpa	498	520	497	483	673	512	567
Itpa-ps1	0	0	4	0	0	0	0
Itpa-ps2	0	0	0	0	0	0	0
Itpa-ps3	0	0	0	0	0	0	0
Itpk1	7805	8409	8174	9045	9192	7900	7792
Itpka	387	434	432	494	439	355	435
Itpkb	260	185	212	223	206	69	102
Itpkc	1308	918	1055	1058	1171	969	653
Itpr1	1530	784	620	898	1243	878	857
Itpr2	315	423	240	262	310	210	170
Itpr3	2472	2778	2305	2792	2524	2153	1834
Itpripl1	179	149	153	145	197	168	142
Itpripl2	966	836	968	1008	1216	1251	1139
Itsn1	460	515	435	534	659	499	464
Itsn2	704	585	462	447	722	532	438
Ivd	400	518	469	512	496	490	477
Ivl	0	0	0	0	0	1	1
Ivns1abp	4978	4094	3452	4360	5919	4727	5144
Iws1	962	870	706	731	870	837	766
Iyd	1373	1280	805	820	1096	1213	1154
Izumo1	0	0	0	0	7	0	0
Izumo1r	9	1	4	0	15	0	4
Izumo2	0	0	0	0	0	0	0
Izumo3	0	0	0	0	0	0	0
Izumo4	111	116	79	106	95	89	143
Jade1	790	768	675	729	897	793	717
Jade2	151	147	135	157	220	93	79
Jade3	142	152	77	87	164	132	160
Jag1	169	159	127	156	217	150	170
Jag2	56	55	41	54	51	28	35
Jagn1	259	307	251	274	381	277	307
Jak1	2386	2131	1585	1757	2354	1719	1396
Jak2	4165	3857	2808	2673	3558	3179	3140
Jak3	301	267	299	189	348	193	319
Jakmip1	473	515	408	482	498	438	400
Jakmip2	2	2	2	0	0	0	0
Jakmip3	0	2	1	2	0	0	3
Jam2	103	80	55	115	94	52	34
Jam3	84	36	60	60	40	18	23
Jarid2	737	852	648	727	694	740	676
Jazf1	19	17	8	11	7	6	2
Jchain	7199	4100	2231	1530	15974	2762	4844
Jdp2	43	38	45	35	48	29	62
Jhy	0	0	0	0	1	0	0
Jkamp	332	311	269	262	283	280	284
Jmjd1c	1319	1131	762	806	1173	1054	1021
Jmjd4	162	146	122	149	188	152	103
Jmjd6	596	631	554	594	734	585	556
Jmjd7	63	75	72	69	101	77	64
Jmjd8	828	694	606	846	777	634	658
Jmy	376	239	286	275	180	305	216
Josd1	451	474	396	409	601	528	507
Josd2	482	423	453	496	407	439	342
Jph1	16	20	13	14	6	8	10
Jph2	405	271	487	768	62	106	82
Jph3	11	8	13	25	3	5	3
Jph4	24	8	25	29	4	9	11
Jrk	71	64	51	58	69	58	68
Jrkl	274	220	132	136	225	213	251
Jsrp1	1	1	0	0	0	1	1
Jtb	808	845	667	807	979	903	975
Jun	3517	3299	3846	4614	2592	1842	1310
Junb	3986	3841	4966	4713	3834	3778	3141
Jund	8140	7960	12790	14968	8977	8129	8859
Jup	6411	6607	6143	7180	6808	5685	4917
K230010J24Rik	47	46	39	33	37	50	48
Kalrn	2708	4133	3401	4063	2743	2086	2292
Kank1	272	266	278	392	207	276	208
Kank2	331	227	332	458	199	141	154
Kank3	41	29	31	40	52	17	10
Kank4	0	2	0	2	1	0	2
Kansl1	681	704	515	528	753	649	504
Kansl1l	80	73	51	44	53	55	52
Kansl2	562	680	533	587	738	617	645
Kansl2-ps	0	0	0	0	0	0	0
Kansl3	1818	1577	1302	1567	1780	1638	1660
Kap	0	0	0	0	0	0	0
Kars	1285	1370	1409	1385	1639	1402	1151
Kars-ps1	0	0	0	0	0	0	0
Kat2a	175	226	232	201	247	250	185
Kat2b	1058	738	634	750	909	730	880
Kat2b-ps	0	0	0	0	0	0	0
Kat5	593	595	517	635	612	508	509
Kat6a	1070	982	806	722	1164	885	733
Kat6b	545	455	316	357	511	447	494
Kat6b-ps1	0	0	1	0	0	0	0
Kat6b-ps2	0	0	0	0	0	0	0
Kat7	956	1065	813	962	1228	1186	1014
Kat8	222	222	211	214	287	232	189
Katna1	607	614	445	495	643	586	594
Katnal1	37	17	27	35	30	19	23
Katnal2	4	10	0	1	9	1	2
Katnb1	365	379	397	466	400	316	281
Katnbl1	136	202	161	131	215	208	168
Kazald1	45	32	46	48	26	33	18
Kazn	244	206	155	181	205	177	141
Kbtbd11	2825	2316	1720	2387	2455	1658	1619
Kbtbd12	4	3	4	6	2	4	1
Kbtbd13	6	10	3	10	16	3	7
Kbtbd2	407	415	253	313	441	398	355
Kbtbd3	48	39	27	46	41	29	38
Kbtbd4	716	779	533	744	804	697	785
Kbtbd6	6	8	11	7	10	13	11
Kbtbd7	214	180	144	128	204	172	174
Kbtbd8	37	42	35	29	62	36	37
Kcmf1	1656	1721	1641	1657	2126	2091	1990
Kcna1	6	2	3	5	3	2	1
Kcna10	0	0	0	0	0	0	0
Kcna2	61	58	66	70	15	29	27
Kcna3	40	16	17	8	33	4	14
Kcna4	1	1	1	1	0	3	2
Kcna5	6	9	5	15	3	2	4
Kcna6	19	5	7	12	1	2	4
Kcna7	7	8	5	0	5	7	6
Kcnab1	6	10	4	2	3	6	6
Kcnab2	59	36	60	32	96	33	41
Kcnab3	3	2	5	7	11	5	5
Kcnb1	117	78	90	120	26	40	29
Kcnb2	9	15	6	19	4	8	1
Kcnc1	31	26	27	34	24	23	13
Kcnc2	3	5	7	5	0	0	2
Kcnc3	30	31	34	41	55	25	41
Kcnc4	8	4	7	15	1	2	0
Kcnd1	23	27	15	14	20	16	11
Kcnd2	5	1	0	1	0	2	0
Kcnd3	30	27	34	58	5	9	10
Kcne1	0	0	0	0	0	0	0
Kcne1l	2	0	0	0	0	0	2
Kcne2	0	0	1	0	0	0	0
Kcne3	240	457	353	367	442	345	251
Kcne4	37	30	21	27	7	9	5
Kcnf1	78	75	80	132	59	34	37
Kcng1	38	42	43	36	2	28	3
Kcng2	6	5	6	17	11	2	4
Kcng3	16	7	9	7	5	3	2
Kcng4	14	6	5	9	1	7	1
Kcnh1	1	2	5	3	1	1	0
Kcnh2	202	156	238	315	58	72	63
Kcnh3	11	10	23	17	13	31	15
Kcnh4	1	0	1	1	0	0	0
Kcnh5	0	0	0	0	0	0	0
Kcnh6	13	16	13	17	27	20	13
Kcnh7	29	25	17	30	23	46	58
Kcnh8	2	1	2	1	4	3	0
Kcnip1	10	9	17	11	1	0	3
Kcnip2	126	107	163	153	15	43	48
Kcnip3	6	3	8	9	19	2	3
Kcnip4	5	4	9	0	1	3	8
Kcnj1	0	0	0	0	0	0	0
Kcnj10	26	18	8	12	46	4	14
Kcnj11	20	16	14	9	8	3	5
Kcnj12	9	2	21	23	1	2	2
Kcnj13	3	1	2	1	5	2	1
Kcnj14	1	1	1	0	0	0	3
Kcnj15	7	9	1	10	29	7	6
Kcnj16	3	2	5	3	7	0	1
Kcnj2	140	132	91	119	150	130	125
Kcnj3	14	6	5	3	8	1	1
Kcnj4	0	1	0	0	0	1	0
Kcnj5	11	12	4	12	2	6	5
Kcnj6	1	0	0	0	1	0	1
Kcnj8	112	66	94	134	18	44	35
Kcnj9	2	0	2	2	4	1	3
Kcnk1	361	458	382	385	429	306	228
Kcnk10	222	223	143	188	207	195	221
Kcnk12	1	1	2	0	1	1	0
Kcnk13	4	0	1	1	13	0	5
Kcnk15	0	0	0	0	0	0	0
Kcnk16	8	3	7	7	7	5	1
Kcnk18	0	0	0	0	0	0	0
Kcnk2	14	6	16	5	1	1	7
Kcnk3	104	39	33	147	31	21	17
Kcnk4	10	11	8	14	7	6	9
Kcnk5	3501	3222	2640	3968	3603	3744	2967
Kcnk6	272	206	209	215	303	219	174
Kcnk7	1	1	0	1	0	1	0
Kcnk9	0	0	0	0	0	0	0
Kcnma1	50	33	48	54	10	21	3
Kcnmb1	97	59	80	143	31	22	35
Kcnmb2	3	2	6	6	3	4	1
Kcnmb3	0	0	3	1	0	1	1
Kcnmb4	6	3	7	1	12	2	4
Kcnn1	0	0	12	17	0	7	0
Kcnn2	11	8	14	10	3	6	2
Kcnn3	59	40	45	72	8	11	8
Kcnn4	287	432	493	425	581	427	332
Kcnq1	329	606	549	467	686	573	330
Kcnq2	16	5	13	6	2	1	2
Kcnq3	21	16	8	21	6	13	12
Kcnq4	39	29	43	58	20	11	12
Kcnq5	13	6	7	7	15	3	5
Kcnrg	3	3	4	0	3	9	1
Kcns1	8	11	15	3	8	7	4
Kcns2	0	2	3	0	0	0	0
Kcns3	169	197	109	141	136	127	137
Kcnt1	5	7	5	9	1	4	3
Kcnt2	4	2	6	6	1	0	3
Kcnu1	15	12	7	21	9	10	5
Kcnv1	1	0	1	0	2	0	0
Kcnv2	2	0	2	6	1	2	0
Kcp	5	9	1	4	4	4	5
Kctd1	12	12	10	17	11	7	8
Kctd10	1064	984	909	1087	1090	810	584
Kctd11	115	94	91	124	105	91	89
Kctd12	956	945	778	782	971	496	460
Kctd12b	14	16	9	19	42	12	5
Kctd13	218	214	239	308	271	202	224
Kctd14	266	300	225	322	285	231	231
Kctd15	71	54	66	95	47	34	33
Kctd16	0	0	0	0	0	0	0
Kctd17	95	65	103	128	89	20	24
Kctd18	56	75	50	62	54	46	65
Kctd19	1	0	0	0	1	2	0
Kctd2	929	998	991	1202	1187	1129	1533
Kctd20	806	672	575	687	779	664	487
Kctd21	333	229	260	291	285	221	167
Kctd3	374	418	315	355	501	490	366
Kctd4	0	0	0	0	0	0	0
Kctd5	2187	2340	1898	1909	2210	1880	1683
Kctd6	171	223	160	174	183	232	242
Kctd7	23	18	15	20	29	9	13
Kctd8	0	2	0	0	0	0	0
Kctd9	541	522	443	432	685	666	512
Kdelc1	88	92	60	79	102	77	66
Kdelc2	104	119	96	112	118	104	77
Kdelr1	3680	4010	3098	3714	3841	3853	4102
Kdelr2	3838	3945	2758	3207	3982	3599	3249
Kdelr3	106	109	113	187	92	100	48
Kdf1	765	808	917	1043	875	858	825
Kdm1a	625	676	632	668	813	616	560
Kdm1b	342	303	254	291	270	240	259
Kdm2a	2841	2412	2095	1968	2786	2445	1910
Kdm2b	206	172	233	275	272	174	99
Kdm3a	615	675	584	556	687	670	547
Kdm3b	818	780	540	682	872	741	697
Kdm4a	837	860	705	720	883	713	624
Kdm4b	462	412	434	536	470	413	406
Kdm4c	323	351	216	268	317	274	264
Kdm4d	3	1	0	0	1	1	0
Kdm4dl	1	0	0	0	0	0	0
Kdm5a	593	616	472	391	609	504	460
Kdm5b	795	785	552	620	820	757	636
Kdm5c	2505	2344	2179	2238	2617	2233	1694
Kdm5d	447	458	207	267	431	448	339
Kdm6a	515	523	374	320	458	531	381
Kdm6b	2879	2305	2398	3122	2715	2635	2176
Kdm7a	1125	1061	625	787	812	679	635
Kdm8	106	82	67	85	93	67	74
Kdr	55	39	24	36	246	33	25
Kdsr	310	321	274	298	389	384	417
Keap1	1563	1659	1801	2030	2012	1786	1823
Keg1	0	0	0	0	0	0	0
Kel	0	0	0	0	0	0	0
Kera	0	0	0	0	0	0	0
Khdc1a	0	0	0	0	2	1	1
Khdc1b	0	0	0	0	0	0	0
Khdc1c	0	0	0	0	0	0	0
Khdc3	9	1	2	2	0	0	3
Khdrbs1	1488	1733	1291	1384	1837	1757	1555
Khdrbs2	62	74	52	54	48	69	63
Khdrbs3	61	40	55	52	25	33	45
Khk	19154	17189	17260	21017	19189	18166	20939
Khnyn	1737	1038	1068	1171	996	1071	644
Khsrp	1319	1375	1364	1575	1536	1424	1089
Kidins220	1652	1386	1081	1382	1309	1309	1102
Kif11	231	350	279	169	359	302	178
Kif12	25	41	19	18	26	21	16
Kif13a	1165	1144	966	1104	1195	985	856
Kif13b	1048	612	526	518	770	551	354
Kif14	42	55	49	52	71	71	59
Kif15	87	169	93	82	188	131	153
Kif16b	462	395	331	326	522	350	266
Kif17	5	9	4	6	5	4	2
Kif18a	23	47	33	14	53	37	35
Kif18b	43	81	101	71	86	79	62
Kif19a	10	11	14	7	8	11	4
Kif1a	59	29	53	61	3	11	12
Kif1b	1845	1847	1486	1652	1839	1670	1386
Kif1bp	352	355	326	365	359	261	192
Kif1c	6683	5556	6459	7013	7661	5941	5320
Kif20a	125	222	172	162	219	209	153
Kif20b	111	175	128	71	169	106	94
Kif21a	152	188	143	136	195	173	117
Kif21b	2374	1737	1621	2023	2357	1622	1905
Kif22	146	273	243	220	227	242	198
Kif22-ps	0	0	0	0	0	0	0
Kif23	188	278	234	182	251	218	231
Kif24	51	40	32	25	47	35	23
Kif26a	8	9	8	25	19	2	4
Kif26b	10	11	23	26	9	12	11
Kif27	36	29	22	34	46	54	46
Kif2a	737	723	507	565	792	663	693
Kif2b	0	0	0	0	0	0	0
Kif2c	89	103	90	96	150	137	136
Kif3a	61	57	44	62	47	31	30
Kif3b	558	535	363	489	511	373	339
Kif3c	88	65	52	76	85	36	39
Kif4	98	174	143	110	166	124	153
Kif4-ps	0	0	0	0	0	0	0
Kif5a	76	35	53	88	36	59	63
Kif5b	2951	3143	2470	2231	3621	2962	2897
Kif5c	14	14	16	33	11	5	6
Kif6	5	0	2	2	0	0	0
Kif7	14	12	2	6	9	4	4
Kif9	22	29	23	16	14	29	8
Kifap3	93	118	82	104	88	88	72
Kifc1	117	242	243	207	203	223	182
Kifc2	496	392	344	506	290	418	536
Kifc3	1266	1098	944	1241	1086	1082	819
Kifc5b	63	91	70	88	84	71	88
Kifc5c-ps	0	0	0	0	0	0	0
Kin	277	285	223	268	306	311	321
Kir3dl1	0	0	0	0	0	0	0
Kir3dl2	0	0	0	0	0	0	0
Kirrel	39	18	35	51	41	14	8
Kirrel2	2	1	5	1	5	4	2
Kirrel3	22	7	9	9	15	7	13
Kiss1	22	10	5	18	22	14	16
Kiss1r	18	16	14	15	12	7	9
Kit	162	143	154	137	110	92	57
Kitl	1127	1028	595	684	895	570	528
Kiz	61	89	82	67	93	68	57
Kl	27	33	24	30	14	20	10
Klb	1	3	2	8	1	4	1
Klc1	844	834	605	887	754	726	689
Klc2	311	259	274	370	368	302	202
Klc3	9	7	14	18	10	4	9
Klc4	6480	5762	5988	6560	5889	5489	5033
Klf1	12	11	8	11	10	9	14
Klf10	719	437	339	325	583	477	425
Klf11	74	118	123	64	100	207	162
Klf12	5	2	1	1	2	2	0
Klf13	1151	1058	959	1332	1204	875	939
Klf14	0	0	0	0	0	0	0
Klf15	304	355	481	648	624	618	748
Klf16	403	314	434	430	428	373	347
Klf17	0	1	0	0	0	0	1
Klf2	53	42	39	97	133	17	27
Klf3	4009	3316	2895	2697	3358	3884	3217
Klf4	7776	7776	7903	6527	5790	7542	4981
Klf5	2746	3001	2942	3181	3854	3010	2161
Klf6	3685	4489	3485	2851	2869	3635	2273
Klf7	293	275	199	206	210	178	171
Klf8	6	11	9	3	7	3	7
Klf9	591	513	570	838	405	391	236
Klhdc1	9	13	4	10	23	9	10
Klhdc10	816	913	701	752	1108	1055	1010
Klhdc2	408	385	345	419	510	341	305
Klhdc3	3247	2802	3128	3156	3627	3328	2729
Klhdc4	312	425	351	416	418	351	402
Klhdc7a	18	12	21	92	9	14	13
Klhdc7b	24	11	12	15	8	23	27
Klhdc8a	12	10	26	27	20	18	9
Klhdc8b	147	92	126	186	84	79	103
Klhdc9	0	4	2	6	0	0	1
Klhl1	4	0	0	3	0	0	1
Klhl10	0	0	0	1	0	0	1
Klhl11	40	28	16	35	33	29	19
Klhl12	224	261	190	245	227	231	221
Klhl13	22	7	9	21	12	7	6
Klhl14	0	0	1	0	0	0	0
Klhl15	62	59	50	40	71	62	52
Klhl17	135	171	126	151	159	113	133
Klhl18	577	421	416	502	535	420	343
Klhl2	491	594	512	541	555	560	545
Klhl20	261	201	154	159	228	174	147
Klhl21	233	225	214	324	252	233	218
Klhl22	693	576	448	666	692	496	535
Klhl23	279	264	253	329	77	89	82
Klhl24	382	260	245	198	215	331	189
Klhl25	170	160	146	192	186	123	147
Klhl26	233	318	260	323	272	254	234
Klhl28	144	84	70	68	95	87	76
Klhl29	36	27	33	42	6	17	8
Klhl3	10	5	1	2	12	7	4
Klhl30	21	19	10	27	0	6	3
Klhl31	7	9	3	6	5	9	8
Klhl32	9	11	4	18	2	4	13
Klhl33	23	11	16	17	10	8	12
Klhl34	1	0	0	4	2	0	0
Klhl35	2	0	2	4	5	1	0
Klhl36	97	86	96	85	114	68	81
Klhl38	5	2	3	7	0	0	2
Klhl4	4	11	12	8	7	0	2
Klhl40	0	0	0	3	2	1	1
Klhl41	3	6	3	1	5	0	6
Klhl42	116	111	112	133	127	90	76
Klhl5	95	126	105	109	143	91	94
Klhl6	23	17	30	9	50	10	22
Klhl7	136	97	51	88	94	65	62
Klhl8	20	21	30	30	21	34	13
Klhl9	1158	1048	794	904	1102	998	893
Klk1	668	564	488	461	471	541	326
Klk10	1	1	1	0	0	0	0
Klk11	0	1	0	1	0	0	0
Klk12	0	0	0	0	0	0	0
Klk13	0	0	0	3	0	0	0
Klk14	2	0	1	1	4	2	1
Klk15	0	0	0	0	0	0	0
Klk1b1	0	0	0	0	0	0	0
Klk1b10-ps	0	0	0	0	0	0	0
Klk1b11	1	0	0	0	0	0	0
Klk1b12-ps	0	0	0	0	0	0	0
Klk1b14-ps	0	0	0	0	0	0	0
Klk1b15-ps	0	0	0	0	0	0	0
Klk1b16	0	0	0	0	0	0	0
Klk1b18-ps	0	0	0	0	0	0	0
Klk1b19-ps	0	0	0	0	0	0	0
Klk1b2-ps	0	0	0	0	0	0	0
Klk1b21	1	0	0	0	0	0	0
Klk1b22	0	0	0	0	0	0	0
Klk1b23-ps	0	0	0	0	0	0	0
Klk1b24	0	1	0	0	1	0	0
Klk1b26	0	0	0	0	0	0	0
Klk1b27	0	1	0	0	2	0	1
Klk1b28-ps	0	0	0	0	0	0	0
Klk1b3	0	0	0	0	0	0	0
Klk1b4	1	2	0	4	1	0	0
Klk1b5	8	6	10	7	6	1	5
Klk1b7-ps	0	0	0	0	0	0	0
Klk1b8	0	0	0	0	0	0	0
Klk1b9	0	0	0	0	0	0	0
Klk2-ps	0	0	0	0	0	0	0
Klk4	0	0	0	0	0	0	0
Klk5	0	0	0	0	0	0	0
Klk6	0	0	0	0	0	0	0
Klk7	0	2	0	0	0	0	0
Klk8	29	28	45	14	31	12	31
Klk9	3	0	4	1	2	3	2
Klkb1	41	27	26	35	32	26	45
Klra1	0	1	7	0	2	1	2
Klra10	0	0	0	0	0	0	0
Klra11-ps	0	1	0	0	0	0	0
Klra13-ps	2	1	4	1	1	0	1
Klra14-ps	0	0	0	0	0	0	0
Klra17	10	6	5	1	21	0	1
Klra2	15	19	17	6	47	3	11
Klra3	5	4	0	0	3	0	5
Klra4	1	0	0	0	0	0	0
Klra5	15	14	15	9	26	13	13
Klra6	19	1	5	5	5	3	16
Klra7	26	8	11	3	8	10	22
Klra8	0	0	0	0	0	0	0
Klra9	1	1	2	2	2	0	2
Klrb1	13	16	11	6	9	17	11
Klrb1-ps1	0	0	0	0	0	0	0
Klrb1a	16	8	7	1	22	5	7
Klrb1b	2	2	2	2	6	13	1
Klrb1c	13	3	6	1	13	3	7
Klrb1f	1	1	1	0	0	2	6
Klrc1	4	3	3	0	4	1	14
Klrc2	0	3	3	0	6	3	5
Klrc3	0	0	0	0	1	0	0
Klrd1	158	162	135	40	159	139	204
Klre1	19	7	34	9	20	21	36
Klrg1	3	2	0	0	8	0	2
Klrg2	12	16	27	24	23	30	8
Klri1	3	7	4	0	10	3	1
Klri2	6	7	5	1	12	5	5
Klrk1	3	5	1	1	17	3	2
Kmo	64	60	28	51	60	25	29
Kmt2a	635	601	507	470	816	628	625
Kmt2b	1449	1268	1213	1502	1576	1353	1264
Kmt2c	895	858	815	696	921	973	787
Kmt2d	1643	1833	1871	2107	2182	2046	2214
Kmt2e	1094	880	638	725	1113	922	758
Kmt5a	3249	3359	2929	2986	4017	3410	3151
Kncn	1	0	0	2	0	0	2
Kndc1	18	21	7	7	8	14	15
Kng1	0	0	0	0	0	0	0
Kng2	0	0	0	0	0	0	0
Knop1	209	263	183	219	331	229	193
Knstrn	171	351	266	271	354	291	280
Kntc1	47	65	50	33	84	68	42
Kpna1	789	801	606	644	1019	801	743
Kpna2	1795	1939	1696	1698	2307	2021	1598
Kpna2-ps	13	8	0	0	0	15	4
Kpna3	371	391	283	302	414	351	382
Kpna4	1183	1151	892	834	1341	1144	953
Kpna6	809	768	607	765	962	744	650
Kpna7	1	0	0	2	0	0	0
Kpnb1	2070	2469	1994	2067	2693	2401	2289
Kprp	0	0	0	0	0	0	0
Kptn	283	263	248	323	259	269	220
Kras	1686	1792	1506	1526	1984	1569	1672
Krba1	208	247	136	215	156	137	104
Krcc1	1314	1311	1000	1047	1663	1363	1414
Kremen1	335	292	296	280	427	333	251
Kremen2	140	100	110	138	62	49	78
Kri1	138	128	119	132	178	136	147
Krit1	705	569	453	469	576	551	570
Krr1	242	343	286	288	397	323	310
Krt1	0	0	1	0	0	0	0
Krt10	80	92	77	83	106	78	127
Krt12	109	75	95	79	37	61	67
Krt13	0	0	0	0	0	0	0
Krt14	5	0	0	2	3	0	0
Krt15	7	14	13	15	10	17	19
Krt16	0	1	0	1	2	0	0
Krt17	1	1	1	0	0	0	0
Krt18	2260	2645	2262	2520	2721	2451	2190
Krt19	13207	16003	14228	15780	15452	13315	12274
Krt2	0	0	2	0	0	0	0
Krt20	57381	59483	49911	49674	55917	44609	38172
Krt222	46	54	30	42	42	38	27
Krt23	164	163	113	157	208	110	67
Krt24	0	0	0	0	0	0	0
Krt25	0	0	0	0	0	0	0
Krt26	3	1	1	0	3	1	7
Krt27	0	0	0	0	0	0	0
Krt28	0	0	0	0	0	0	0
Krt31	0	0	0	1	1	0	1
Krt32	0	0	1	0	0	0	0
Krt33a	0	0	1	0	0	0	0
Krt33b	0	0	0	0	0	0	0
Krt34	0	0	0	0	0	0	0
Krt35	2	1	0	0	3	0	0
Krt36	4	0	0	0	0	0	0
Krt39	0	0	0	0	0	0	0
Krt4	1	0	0	0	0	0	0
Krt40	0	0	0	0	0	0	0
Krt42	0	0	0	1	5	0	0
Krt5	0	0	0	0	0	0	0
Krt6a	0	0	0	0	0	0	0
Krt6b	0	0	1	0	0	0	0
Krt7	649	826	783	806	989	1113	772
Krt71	0	0	0	0	0	0	0
Krt72	0	0	0	0	0	0	0
Krt73	0	0	0	0	0	0	0
Krt74	0	0	0	0	0	0	0
Krt75	0	0	0	0	0	0	0
Krt76	0	0	1	0	0	0	0
Krt77	0	0	0	0	0	0	0
Krt78	4	4	2	7	5	5	3
Krt79	1	0	1	7	0	0	0
Krt8	60658	70504	71471	70006	64456	54383	45077
Krt8-ps	2	2	2	1	2	3	1
Krt80	7	3	2	13	0	6	1
Krt81	0	0	0	0	0	0	0
Krt82	0	0	0	0	0	0	0
Krt83	0	0	0	0	0	0	0
Krt84	0	0	0	0	0	0	0
Krt86	0	0	1	0	0	0	0
Krt87	1	3	0	1	4	4	1
Krt88	0	0	0	0	0	0	0
Krt9	0	0	0	0	0	0	0
Krt90	2	0	0	0	0	0	0
