	GSM4253927	GSM4253928	GSM4253929	GSM4253930	GSM4253931	GSM4253932	GSM4253933	GSM4253934	GSM4253935	GSM4253936	GSM4253937	GSM4253938	GSM4253939	GSM4253940	GSM4253941	GSM4253942	GSM4253943	GSM4253944
ENSG00000282403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282411	0	0	0	0	15	34	0	0	0	0	3	20	12	0	3	0	1	0
ENSG00000282412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282416	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282464	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282491	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000282493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282494	0	0	3	0	1	0	0	0	2	0	0	0	0	0	9	6	0	0
ENSG00000282498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282518	0	0	0	0	5	0	2	0	0	0	0	0	0	0	2	0	2	0
ENSG00000282519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282535	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ENSG00000282538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282544	0	0	0	0	0	0	0	0	0	0	0	2	0	9	0	0	0	0
ENSG00000282546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282556	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282573	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ENSG00000282574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000282610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282613	0	0	0	0	4	0	3	0	0	0	0	0	1	0	0	0	0	0
ENSG00000282617	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
ENSG00000282619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282638	0	0	4	0	0	8	1	0	0	0	0	0	0	0	2	0	0	0
ENSG00000282641	29	0	0	0	0	14	11	0	0	25	0	0	51	0	0	0	0	0
ENSG00000282644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282648	0	0	0	0	0	0	0	4	0	0	0	0	0	0	6	0	0	0
ENSG00000282658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282685	8	24	10	5	10	25	23	23	19	15	4	28	33	18	24	24	29	29
ENSG00000282686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282727	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000282729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282744	0	0	1	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282749	0	6	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ENSG00000282753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282763	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282772	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ENSG00000282779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282787	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ENSG00000282788	11	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	4	0
ENSG00000282790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282814	1	0	0	0	0	0	0	0	0	0	0	4	0	1	8	0	0	0
ENSG00000282816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282832	4	0	7	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
ENSG00000282834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282837	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282849	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282869	0	0	0	0	9	2	5	1	1	0	0	0	0	0	3	0	0	0
ENSG00000282874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282875	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282885	421	904	212	340	756	1301	578	871	810	1043	1484	169	896	690	543	418	829	722
ENSG00000282887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282907	8	0	6	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282917	0	17	0	0	0	0	0	0	0	1	0	0	0	0	0	20	1	0
ENSG00000282923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282936	0	0	0	0	0	1	0	0	9	21	0	0	0	0	0	0	0	0
ENSG00000282938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282951	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	3
ENSG00000282952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
ENSG00000282973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282978	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000282979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282988	0	0	0	0	0	0	0	0	0	0	0	4	3	0	1	0	0	0
ENSG00000282990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282994	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283001	3	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0
ENSG00000283003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283010	1	1	0	0	0	0	2	1	0	0	0	10	0	0	0	0	1	0
ENSG00000283012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000283015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
ENSG00000283033	2	0	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283041	0	3	4	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0
ENSG00000283043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283049	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	12	0
ENSG00000283053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ENSG00000283057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283061	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0
ENSG00000283064	0	0	0	0	0	19	0	0	0	0	0	0	0	18	0	9	0	8
ENSG00000283065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283078	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	6	0
ENSG00000283081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283103	10	19	0	37	19	7	18	0	0	15	13	13	15	39	6	0	30	0
ENSG00000283105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283108	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0
ENSG00000283118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283149	0	49	0	21	18	0	27	0	0	4	29	10	0	17	30	13	0	31
ENSG00000283155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283156	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
ENSG00000283157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283162	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
ENSG00000283164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283175	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283189	0	10	20	20	0	0	14	0	6	2	0	3	3	0	6	14	4	13
ENSG00000283196	19	7	1	0	4	0	0	0	0	0	0	0	17	0	10	8	0	0
ENSG00000283197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283201	2	0	0	0	13	16	0	4	0	0	0	11	0	9	0	0	0	0
ENSG00000283202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283208	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ENSG00000283209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283223	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283228	8	13	13	0	0	46	12	14	2	15	0	0	17	32	0	24	0	0
ENSG00000283230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283236	16	0	0	2	0	0	10	0	1	0	0	0	0	0	0	0	0	0
ENSG00000283239	0	0	0	0	0	10	0	0	0	0	3	0	0	0	0	0	0	2
ENSG00000283240	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
