	GSM4072022
Gm8750	6
Gm8752	14
Gm8754	0
Gm8756	2
Gm8757	0
Gm8761	0
Gm8762	0
Gm8764	0
Gm8765	12
Gm8770	0
Gm8773	0
Gm8774	5
Gm8775	0
Gm8778	0
Gm8783	273
Gm8790	0
Gm8793	0
Gm8797	2595
Gm8801	0
Gm8802	0
Gm8805	0
Gm8806	4
Gm8807	15
Gm8809	1
Gm8810	1
Gm8812	0
Gm8813	22
Gm8814	0
Gm8815	0
Gm8816	0
Gm8818	63
Gm8820	0
Gm8822	2
Gm8823	0
Gm8824	2
Gm8825	2
Gm8826	0
Gm8828	0
Gm8832	1
Gm8835	0
Gm8836	0
Gm8837	0
Gm8839	57
Gm884	0
Gm8840	1
Gm8844	6
Gm8848	0
Gm8849	0
Gm8850	22
Gm8853	0
Gm8855	0
Gm8856	0
Gm8857	0
Gm8858	0
Gm8860	1
Gm8861	0
Gm8862	1
Gm8864	1
Gm8865	0
Gm8868	0
Gm8869	2
Gm8870	0
Gm8871	0
Gm8872	0
Gm8874	0
Gm8876	0
Gm8877	0
Gm8878	0
Gm8879	0
Gm8880	0
Gm8882	0
Gm8885	0
Gm8888	0
Gm8890	0
Gm8891	0
Gm8893	0
Gm8894	0
Gm8895	0
Gm8896	0
Gm8897	0
Gm8898	731
Gm8902	0
Gm8906	0
Gm8907	0
Gm8908	0
Gm8909	5
Gm8914	0
Gm8916	0
Gm8918	0
Gm8919	0
Gm8920	0
Gm8921	2
Gm8922	0
Gm8923	134
Gm8924	0
Gm8925	1
Gm8926	0
Gm8927	5
Gm8929	0
Gm8930	0
Gm8935	10
Gm8939	0
Gm8941	0
Gm8952	0
Gm8955	0
Gm8956	232
Gm8957	0
Gm8964	0
Gm8968	0
Gm8969	0
Gm8973	0
Gm8974	9
Gm8976	0
Gm8979	83
Gm8980	0
Gm8982	0
Gm8984	0
Gm8988	0
Gm8989	12
Gm8991	0
Gm8992	0
Gm8993	0
Gm8994	4
Gm8995	3178
Gm8999	0
Gm9	0
Gm9001	0
Gm9002	0
Gm9003	2
Gm9005	0
Gm9006	9
Gm9008	0
Gm9009	0
Gm9013	3
Gm9022	4
Gm9023	0
Gm9025	5
Gm9027	0
Gm9034	0
Gm9038	0
Gm904	68
Gm9040	0
Gm9043	0
Gm9044	0
Gm9045	0
Gm9046	0
Gm9047	4
Gm9048	0
Gm9049	0
Gm9050	0
Gm9051	0
Gm9057	0
Gm9059	0
Gm906	18
Gm9060	0
Gm9061	0
Gm9062	0
Gm9064	5
Gm9071	0
Gm9075	0
Gm9078	0
Gm9081	1
Gm9083	1
Gm9085	15
Gm9089	0
Gm9095	0
Gm9097	0
Gm9103	0
Gm9104	0
Gm9105	0
Gm9109	0
Gm9112	0
Gm9113	0
Gm9114	1
Gm9115	2
Gm9116	0
Gm9117	0
Gm9119	0
Gm9120	0
Gm9121	0
Gm9124	0
Gm9125	0
Gm9126	0
Gm9127	0
Gm9131	0
Gm9133	0
Gm9134	0
Gm9135	0
Gm9136	0
Gm9141	0
Gm9142	0
Gm9143	0
Gm9144	0
Gm9146	0
Gm9149	0
Gm9156	0
Gm9157	0
Gm9159	4
Gm9162	0
Gm9164	5
Gm9165	0
Gm9166	0
Gm9167	0
Gm9169	0
Gm9173	0
Gm9174	0
Gm9192	0
Gm9195	0
Gm9200	10
Gm9207	0
Gm9208	12
Gm9211	0
Gm9218	5
Gm9220	16
Gm9225	0
Gm9226	0
Gm9227	0
Gm9230	1
Gm9234	0
Gm9236	0
Gm9238	0
Gm9239	0
Gm9240	0
Gm9242	0
Gm9244	0
Gm9245	0
Gm9246	0
Gm9251	0
Gm9252	0
Gm9256	0
Gm9257	0
Gm9260	0
Gm9266	0
Gm9268	0
Gm9271	0
Gm9273	0
Gm9274	0
Gm9278	0
Gm9285	29
Gm9286	0
Gm9294	0
Gm9299	0
Gm9308	0
Gm9311	24
Gm9312	1
Gm9314	2
Gm9317	0
Gm9320	7
Gm9322	0
Gm933	0
Gm9332	1
Gm9333	0
Gm9341	0
Gm9343	0
Gm9353	3
Gm9354	3
Gm9357	0
Gm9358	3
Gm9359	0
Gm9361	0
Gm9364	0
Gm9367	0
Gm9369	1
Gm9372	0
Gm9373	1
Gm9375	0
Gm9376	0
Gm9377	0
Gm9378	5
Gm9379	3
Gm9381	1
Gm9385	1231
Gm9386	0
Gm9387	0
Gm9392	12
Gm9396	0
Gm9397	0
Gm9399	0
Gm94	0
Gm9402	0
Gm9403	48
Gm9408	0
Gm9409	0
Gm9415	0
Gm9419	8
Gm9423	1
Gm9427	0
Gm9428	0
Gm9429	4
Gm9430	0
Gm9431	2
Gm9432	4
Gm9434	0
Gm9435	0
Gm9436	1
Gm9439	0
Gm9440	0
Gm9442	4
Gm9443	5
Gm9445	0
Gm9449	6
Gm9451	0
Gm9457	0
Gm9458	2
Gm9463	0
Gm9476	0
Gm9480	1
Gm9493	3
Gm9495	10
Gm9496	0
Gm9497	0
Gm9498	0
Gm9499	0
Gm9504	2
Gm9506	3
Gm9507	0
Gm9513	0
Gm9515	0
Gm9516	0
Gm9517	0
Gm9519	0
Gm9521	50
Gm9522	40
Gm9523	4
Gm9529	9
Gm9531	62
Gm9540	0
Gm9541	0
Gm9550	1
Gm9553	0
Gm9555	0
Gm9556	1
Gm9560	0
Gm9568	0
Gm9569	0
Gm9573	1
Gm9574	30
Gm9575	1
Gm9577	0
Gm9578	0
Gm9587	0
Gm9593	0
Gm9597	0
Gm9599	0
Gm960	18
Gm9602	0
Gm9603	0
Gm9611	0
Gm9613	0
Gm9621	0
Gm9625	14
Gm9630	0
Gm9632	0
Gm9637	0
Gm9645	3
Gm9658	1
Gm9670	8
Gm9671	0
Gm9672	0
Gm9673	0
Gm9678	1
Gm9682	0
Gm9687	0
Gm9696	109
Gm9697	0
Gm9700	0
Gm9701	0
Gm9703	0
Gm9710	13
Gm9711	0
Gm9719	14
Gm9722	2
Gm9723	0
Gm9726	0
Gm9727	0
Gm9728	2
Gm9729	0
Gm973	35
Gm9732	0
Gm9733	4
Gm9742	265
Gm9745	0
Gm9747	260
Gm9755	0
Gm9758	4
Gm9761	184
Gm9762	60
Gm9765	0
Gm9767	0
Gm9769	75
Gm9770	40
Gm9771	1
Gm9772	3
Gm9774	214
Gm9775	7
Gm9776	246
Gm9780	289
Gm9785	9
Gm9788	0
Gm9789	0
Gm9790	47
Gm9791	45
Gm9794	2646
Gm9795	0
Gm9797	197
Gm9800	24
Gm9803	461
Gm9804	0
Gm9805	0
Gm9806	186
Gm9812	49
Gm9816	0
Gm9817	6
Gm9818	0
Gm9821	253
Gm9823	1
Gm9824	0
Gm9825	3
Gm9826	3
Gm9830	61
Gm9833	0
Gm9835	0
Gm9836	0
Gm9837	1
Gm9840	102
Gm9843	2580
Gm9844	111
Gm9845	0
Gm9847	0
Gm9848	0
Gm9850	0
Gm9855	0
Gm9857	0
Gm9864	2061
Gm9869	17
Gm9877	35
Gm9881	14
Gm9887	49
Gm9890	0
Gm9892	153
Gm9894	0
Gm9903	17
Gm9913	91
Gm9919	36
Gm9920	82
Gm9922	12
Gm9923	28
Gm9925	1
Gm9930	36
Gm9936	19
Gm9938	347
Gm9944	0
Gm9945	14
Gm9949	22
Gm9955	0
Gm9956	31
Gm9958	11
Gm9959	10
Gm996	13
Gm9961	20
Gm9964	23
Gm9970	22
Gm9972	0
Gm9974	11
Gm9978	98
Gm9979	0
Gm9985	78
Gm9987	4
Gm9988	0
Gm9992	1
Gm9994	9
Gm9996	0
Gm9999	0
Gmcl1	405
Gmcl1l	0
Gmds	159
Gmeb1	443
Gmeb2	512
Gmfb	3588
Gmfg	220
Gmip	674
Gml	0
Gml2	0
Gmnc	15
Gmnn	156
Gmppa	742
Gmppb	369
Gmpr	1159
Gmpr2	387
Gmps	2160
Gna11	2135
Gna12	3656
Gna13	4776
Gna14	86
Gna15	82
Gnai1	1771
Gnai2	4169
Gnai3	2084
Gnal	183
Gnao1	556
Gnaq	2432
Gnas	28295
Gnat1	46
Gnat2	17
Gnat3	12
Gnaz	128
Gnb1	4372
Gnb1l	98
Gnb2	3022
Gnb3	3
Gnb4	971
Gnb5	641
Gne	970
Gng10	196
Gng11	388
Gng12	3054
Gng13	0
Gng2	599
Gng2-ps1	0
Gng3	23
Gng4	4
Gng5	1485
Gng7	123
Gng8	14
Gngt1	20
Gngt2	588
Gnl1	946
Gnl2	827
Gnl3	633
Gnl3l	1298
Gnmt	31
Gnpat	5185
Gnpda1	630
Gnpda2	453
Gnpnat1	428
Gnptab	2244
Gnptg	532
Gnrh1	14
Gnrhr	5
Gns	6986
Golga1	964
Golga2	2897
Golga3	2221
Golga4	7144
Golga5	1079
Golga7	1290
Golga7b	48
Golgb1	5055
Golim4	1501
Golm1	582
Golph3	2651
Golph3l	644
Golt1a	0
Golt1b	702
Gon4l	1968
Gopc	924
Gorab	196
Gorasp1	734
Gorasp2	1561
Gosr1	1926
Gosr2	1821
Got1	1868
Got1l1	44
Got2	3015
Got2-ps1	13
Gp1ba	68
Gp1bb	8
Gp2	0
Gp5	13
Gp6	76
Gp9	3
Gpa33	2
Gpaa1	708
Gpalpp1	1115
Gpam	11279
Gpank1	278
Gpat2	19
Gpat4	4713
Gpatch1	394
Gpatch11	530
Gpatch2	957
Gpatch2l	850
Gpatch3	168
Gpatch4	146
Gpatch8	1322
Gpbar1	5
Gpbp1	2278
Gpbp1l1	2918
Gpc1	1874
Gpc2	44
Gpc3	474
Gpc4	771
Gpc5	0
Gpc6	546
Gpcpd1	3092
Gpd1	170375
Gpd1l	1412
Gpd2	24910
Gper1	83
Gpha2	10
Gphb5	5
Gphn	1355
Gpi1	38424
Gpihbp1	1916
Gpkow	551
Gpld1	472
Gpm6a	22
Gpm6b	790
Gpn1	634
Gpn2	264
Gpn3	324
Gpnmb	7582
Gpr1	21
Gpr101	0
Gpr107	2131
Gpr108	1262
Gpr119	0
Gpr12	0
Gpr132	155
Gpr135	46
Gpr137	999
Gpr137b	1399
Gpr137c	47
Gpr139	2
Gpr141	34
Gpr142	0
Gpr143	0
Gpr146	2009
Gpr149	0
Gpr15	1
Gpr150	0
Gpr151	28
Gpr152	36
Gpr153	419
Gpr155	516
Gpr156	22
Gpr157	544
Gpr158	0
Gpr160	245
Gpr161	199
Gpr162	196
Gpr165	2
Gpr17	748
Gpr171	128
Gpr173	32
Gpr174	133
Gpr176	48
Gpr179	8
Gpr18	81
Gpr180	704
Gpr182	120
Gpr183	189
Gpr19	96
Gpr20	18
Gpr21	129
Gpr22	79
Gpr25	1
Gpr26	58
Gpr27	84
Gpr3	3
Gpr31b	14
Gpr33	9
Gpr34	86
Gpr35	196
Gpr37	203
Gpr37l1	69
Gpr39	11
Gpr4	192
Gpr45	11
Gpr50	0
Gpr55	29
Gpr6	0
Gpr61	7
Gpr62	7
Gpr63	34
Gpr65	211
Gpr68	197
Gpr75	20
Gpr82	56
Gpr83	1
Gpr84	1
Gpr85	19
Gpr87	15
Gpr88	26
Gpr89	870
Gprasp1	992
Gprasp2	58
Gprc5a	15
Gprc5b	2743
Gprc5c	804
Gprc5d	0
Gprc6a	0
Gprin1	70
Gprin2	157
Gprin3	845
Gps1	1699
Gps2	367
Gpsm1	321
Gpsm2	169
Gpsm3	177
Gpt	2904
Gpt2	1538
Gpx1	5681
Gpx2	0
Gpx2-ps1	2
Gpx3	2686
Gpx4	28622
Gpx5	0
Gpx6	0
Gpx7	173
Gpx8	1157
Gramd1a	1743
Gramd1b	1027
Gramd1c	154
Gramd2	37
Gramd3	433
Gramd4	1041
Grap	281
Grap2	180
Grasp	367
Grb10	1381
Grb14	870
Grb2	1244
Grb7	102
Grcc10	1493
Greb1	98
Greb1l	131
Grem1	30
Grem2	31
Grhl1	199
Grhl2	130
Grhl3	3
Grhpr	662
Gria1	9
Gria2	32
Gria3	109
Gria4	51
Grid1	36
Grid2	24
Grid2ip	0
Grifin	0
Grik1	0
Grik2	40
Grik3	189
Grik4	29
Grik5	527
Grin1	25
Grin2a	23
Grin2b	67
Grin2c	3
Grin2d	37
Grin3a	61
Grin3b	23
Grina	7079
Grip1	40
Grip2	101
Gripap1	754
Grk1	809
Grk4	1194
Grk5	1162
Grk6	1872
Grm1	6
Grm2	0
Grm3	0
Grm4	1
Grm5	40
Grm6	7
Grm7	0
Grm8	8
Grn	3714
Grp	0
Grpel1	3615
Grpel2	629
Grpr	4
Grrp1	246
Grsf1	3579
Grtp1	565
Grwd1	276
Grxcr1	0
Grxcr2	0
Gsap	528
Gsc	58
Gsc2	2
Gsdma	3
Gsdma2	11
Gsdma3	0
Gsdmc	0
Gsdmc2	0
Gsdmc3	0
Gsdmc4	6
Gsdmcl-ps	7
Gsdmcl1	0
Gsdmcl2	10
Gsdmd	515
Gse1	832
Gsg1	1
Gsg1l	91
Gsg1l2	0
Gsg2	34
Gsk3a	2005
Gsk3b	6012
Gskip	406
Gsn	49059
Gspt1	2571
Gspt2	63
Gsr	1395
Gss	1472
Gsta1	13
Gsta2	0
Gsta3	1116
Gsta4	899
Gstcd	175
Gstk1	527
Gstm1	2344
Gstm2	1020
Gstm2-ps1	0
Gstm3	0
Gstm4	276
Gstm5	657
Gstm6	13
Gstm7	92
Gsto1	1462
Gsto2	71
Gstp1	2506
Gstp2	644
Gstt1	383
Gstt2	445
Gstt3	246
Gstt4	1
Gstz1	2730
Gsx1	0
Gsx2	0
Gtdc1	476
Gtf2a1	2113
Gtf2a1l	0
Gtf2a2	653
Gtf2b	585
Gtf2e1	469
Gtf2e2	298
Gtf2f1	731
Gtf2f2	299
Gtf2h1	955
Gtf2h2	315
Gtf2h3	629
Gtf2h4	338
Gtf2h5	1127
Gtf2i	2728
Gtf2ird1	988
Gtf2ird2	250
Gtf3a	498
Gtf3c1	2958
Gtf3c2	1496
Gtf3c3	1021
Gtf3c4	1121
Gtf3c5	250
Gtf3c6	289
Gtpbp1	1248
Gtpbp10	531
Gtpbp2	2025
Gtpbp3	657
Gtpbp4	1082
Gtpbp4-ps1	0
Gtpbp4-ps2	0
Gtpbp4-ps3	0
Gtpbp4-ps4	0
Gtpbp4-ps5	0
Gtpbp4-ps6	0
Gtpbp4-ps7	0
Gtpbp6	542
Gtpbp8	650
Gtse1	45
Gtsf1	0
Gtsf1l	0
Guca1a	14
Guca1b	25
Guca2a	0
Guca2b	3
Gucd1	4492
Gucy1a2	374
Gucy1a3	978
Gucy1b2	0
Gucy1b3	404
Gucy2c	7
Gucy2d	5
Gucy2e	10
Gucy2f	8
Gucy2g	8
Guf1	1362
Guk1	833
Gulo	6
Gulp1	300
Gusb	1310
Gvin1	7042
Gxylt1	844
Gxylt2	422
Gyg	3538
Gykl1	0
Gyltl1b	33
Gypa	4
Gypc	1514
Gys1	5011
Gys2	2317
Gzf1	1097
Gzma	65
Gzmb	50
Gzmc	1
Gzmd	0
Gzme	0
Gzmf	0
Gzmg	0
Gzmk	52
Gzmm	43
Gzmn	0
H13	1920
H1f0	3624
H1fnt	0
H1foo	0
H1fx	47
H2-Aa	6096
H2-Ab1	4757
H2-Bl	20
H2-D1	51578
H2-DMa	368
H2-DMb1	690
H2-DMb2	188
H2-Ea-ps	0
H2-Eb1	5154
H2-Eb2	39
H2-K1	47678
H2-K2	308
H2-Ke6	1277
H2-M1	1
H2-M10.1	1
H2-M10.2	10
H2-M10.3	0
H2-M10.4	0
H2-M10.5	0
H2-M10.5-ps1	0
H2-M10.6	0
H2-M11	7
H2-M2	37
H2-M3	406
H2-M5	1
H2-M6-ps	3
H2-M9	114
H2-Oa	25
H2-Ob	86
H2-Pa	1
H2-Pb	0
H2-Q1	68
H2-Q10	4191
H2-Q2	26
H2-Q3	0
H2-Q4	6969
H2-Q5	1173
H2-Q6	5189
H2-Q7	7655
H2-T10	430
H2-T22	7479
H2-T23	5268
H2-T24	1002
H2-T3	7
H2af-ps	22
H2afb1	0
H2afb2	0
H2afb3	0
H2afj	812
H2afv	475
H2afx	211
H2afy	1760
H2afy2	199
H2afy3	18
H2afz	1333
H2bfm	0
H3f3a	4713
H3f3a-ps1	0
H3f3a-ps2	0
H3f3b	3965
H3f3c	0
H60b	66
H60c	16
H6pd	6211
Haao	35
Habp2	72
Habp4	527
Hacd1	754
Hacd2	2446
Hacd3	1056
Hacd4	583
Hace1	593
Hacl1	1224
Hadh	16562
Hadha	50493
Hadhb	56178
Hagh	1298
Haghl	245
Hal	84
Hamp	4
Hamp2	0
Hand1	0
Hand2	0
Hao1	1
Hao2	0
Hap1	114
Hapln1	11
Hapln2	1
Hapln3	24
Hapln4	45
Harbi1	352
Hars	1021
Hars2	842
Has1	34
Has2	58
Has3	165
Hat1	346
Haus1	134
Haus2	393
Haus3	994
Haus4	207
Haus5	195
Haus6	377
Haus7	213
Haus8	627
Havcr1	4
Havcr2	111
Hax1	919
Hba-a1	2232
Hba-a2	4852
Hba-ps4	6
Hba-x	0
Hbb-bh0	0
Hbb-bh1	0
Hbb-bh2	0
Hbb-bh3	0
Hbb-bs	6359
Hbb-bt	1250
Hbb-y	1
Hbegf	74
Hbp1	3843
Hbq1a	0
Hbq1b	0
Hbs1l	2092
Hc	169
Hcar1	561
Hcar2	164
Hccs	925
Hcfc1	2818
Hcfc1r1	1036
Hcfc1r1-ps1	0
Hcfc1r1-ps2	0
Hcfc2	907
Hck	314
Hcls1	876
Hcn1	46
Hcn2	55
Hcn3	6
Hcn4	26
Hcrt	0
Hcrtr1	3
Hcrtr2	0
Hcst	54
Hdac1	590
Hdac10	432
Hdac11	440
Hdac2	1339
Hdac3	1259
Hdac4	1374
Hdac5	2535
Hdac6	654
Hdac7	808
Hdac8	220
Hdac9	342
Hdc	233
Hddc2	144
Hddc3	2457
Hdgf	4276
Hdgfl1	1
Hdgfrp2	790
Hdgfrp3	978
Hdhd1a	0
Hdhd2	1804
Hdhd3	88
Hdlbp	10521
Hdx	99
Heatr1	804
Heatr3	716
Heatr4	3
Heatr5a	1842
Heatr5b	1767
Heatr6	721
Heatr9	34
Hebp1	583
Hebp2	264
Heca	1466
Hectd1	7683
Hectd2	264
Hectd3	1700
Hecw1	4
Hecw2	518
Heg1	5179
Helb	558
Hells	148
Helq	192
Helt	2
Helz	1694
Helz2	4253
Hemgn	8
Hemk1	619
Henmt1	5
Hepacam	2
Hepacam2	69
Heph	921
Hephl1	1824
Herc1	8829
Herc2	6918
Herc3	2122
Herc4	1394
Herc6	2094
Herpud1	2209
Herpud2	773
Hes1	402
Hes2	10
Hes3	3
Hes5	4
Hes6	298
Hes7	59
Hesx1	5
Hexa	3695
Hexb	1047
Hexdc	3661
Hexim1	1595
Hexim2	151
Hey1	300
Hey2	39
Heyl	449
Hfe	1490
Hfe2	1036
Hfm1	15
Hgd	18
Hgf	292
Hgfac	16
Hgh1	170
Hgs	970
Hgsnat	1367
Hhat	372
Hhatl	424
Hhex	93
Hhip	32
Hhipl1	62
Hhipl2	49
Hhla1	0
Hibadh	5980
Hibch	4292
Hic1	525
Hic2	382
Hid1	184
Hif1a	3084
Hif1an	1744
Hif3a	39
Higd1a	1514
Higd1b	62
Higd1c	1
Higd2a	1110
Hilpda	225
Hils1	10
Hinfp	321
Hint1	2019
Hint2	781
Hint3	598
Hip1	2888
Hip1r	1114
Hipk1	7072
Hipk2	5189
Hipk3	10299
Hipk4	26
Hira	522
Hirip3	165
Hist1h1a	95
Hist1h1b	165
Hist1h1c	6527
Hist1h1d	474
Hist1h1e	808
Hist1h1t	5
Hist1h2aa	2
Hist1h2ab	138
Hist1h2ac	124
Hist1h2ad	20
Hist1h2ae	74
Hist1h2af	97
Hist1h2ag	91
Hist1h2ah	98
Hist1h2ai	145
Hist1h2aj	0
Hist1h2ak	103
Hist1h2al	0
Hist1h2an	22
Hist1h2ao	4
Hist1h2ap	314
Hist1h2ba	0
Hist1h2bb	194
Hist1h2bc	2939
Hist1h2be	464
Hist1h2bf	107
Hist1h2bg	239
Hist1h2bh	46
Hist1h2bj	201
Hist1h2bk	74
Hist1h2bl	42
Hist1h2bm	34
Hist1h2bn	100
Hist1h2bp	128
Hist1h2bq	77
Hist1h2br	9
Hist1h3a	88
Hist1h3b	241
Hist1h3c	176
Hist1h3d	135
Hist1h3e	193
Hist1h3f	250
Hist1h3g	57
Hist1h3h	68
Hist1h3i	269
Hist1h4a	79
Hist1h4b	69
Hist1h4c	420
Hist1h4d	926
Hist1h4f	130
Hist1h4h	804
Hist1h4i	201
Hist1h4j	88
Hist1h4k	169
Hist1h4m	133
Hist1h4n	232
Hist2h2aa1	573
Hist2h2aa2	1865
Hist2h2ab	21
Hist2h2ac	147
Hist2h2bb	75
Hist2h2be	246
Hist2h3b	242
Hist2h3c1	152
Hist2h3c2	201
Hist2h4	144
Hist3h2a	546
Hist3h2ba	25
Hist3h2bb-ps	17
Hist4h4	234
Hivep1	1973
Hivep2	2955
Hivep3	333
Hjurp	1953
Hk1	2224
Hk2	17437
Hk3	706
Hkdc1	1
Hlcs	629
Hlf	422
Hltf	922
Hlx	224
Hmbox1	1178
Hmbs	813
Hmces	257
Hmcn1	521
Hmcn2	1780
Hmg20a	895
Hmg20b	960
Hmga1	850
Hmga1-rs1	50
Hmga2	56
Hmgb1	3209
Hmgb1-ps1	0
Hmgb1-ps2	26
Hmgb1-ps3	0
Hmgb1-ps4	0
Hmgb1-ps5	20
Hmgb1-ps6	21
Hmgb1-ps7	0
Hmgb1-ps8	115
Hmgb1-ps9	3
Hmgb1-rs16	18
Hmgb1-rs17	1
Hmgb1-rs18	0
Hmgb1l	1
Hmgb2	279
Hmgb3	462
Hmgb3-ps	1
Hmgb4	0
Hmgcl	808
Hmgcll1	9
Hmgcr	706
Hmgcs1	5599
Hmgcs2	313
Hmgn1	1589
Hmgn2	934
Hmgn2-ps1	0
Hmgn2l6	0
Hmgn3	210
Hmgn5	178
Hmgxb3	1088
Hmgxb4	662
Hmha1	1540
Hmmr	212
Hmox1	1656
Hmox2	1486
Hmx1	3
Hmx2	1
Hmx3	0
Hn1	986
Hn1l	414
Hnf1a	5
Hnf1b	2
Hnf4a	7
Hnf4g	3
Hnmt	360
Hnrnpa0	1960
Hnrnpa1	2233
Hnrnpa1l2-ps	9
Hnrnpa2b1	7242
Hnrnpa3	3751
Hnrnpab	3898
Hnrnpc	1822
Hnrnpd	1031
Hnrnpdl	2436
Hnrnpf	5281
Hnrnph1	4902
Hnrnph2	1781
Hnrnph3	733
Hnrnpk	7557
Hnrnpl	4478
Hnrnpll	1553
Hnrnpm	2148
Hnrnpr	2902
Hnrnpu	11369
Hnrnpul1	4055
Hnrnpul2	3166
Hoga1	97
Homer1	931
Homer2	606
Homer3	380
Homez	201
Hook1	427
Hook2	329
Hook3	5935
Hopx	190
Hormad1	0
Hormad2	5
Hoxa1	36
Hoxa10	0
Hoxa11	0
Hoxa13	0
Hoxa2	88
Hoxa3	118
Hoxa4	103
Hoxa5	340
Hoxa6	23
Hoxa7	174
Hoxa9	11
Hoxb1	24
Hoxb13	0
Hoxb2	193
Hoxb3	281
Hoxb4	344
Hoxb5	33
Hoxb6	89
Hoxb7	70
Hoxb8	14
Hoxb9	18
Hoxc10	0
Hoxc11	1
Hoxc12	0
Hoxc13	1
Hoxc4	145
Hoxc5	189
Hoxc6	148
Hoxc8	158
Hoxc9	44
Hoxd1	0
Hoxd10	1
Hoxd11	1
Hoxd12	0
Hoxd13	0
Hoxd3	15
Hoxd4	208
Hoxd8	701
Hoxd9	82
Hp	10171
Hp1bp3	3819
Hpca	53
Hpcal1	438
Hpcal4	114
Hpd	3
Hpdl	119
Hpgd	174
Hpgds	1035
Hpn	81
Hprt	1340
Hps1	458
Hps3	1005
Hps4	372
Hps5	1277
Hps6	242
Hpse	454
Hpse2	0
Hpx	60
Hr	1035
Hras	876
Hrasls	120
Hrasls5	25
Hrc	1938
Hrct1	335
Hrg	2
Hrh1	39
Hrh2	136
Hrh3	0
Hrh4	1
Hrk	40
Hrnr	0
Hs1bp3	387
Hs2st1	880
Hs3st1	57
Hs3st2	0
Hs3st3a1	14
Hs3st3b1	129
Hs3st4	10
Hs3st5	76
Hs3st6	18
Hs6st1	928
Hs6st2	125
Hs6st3	1
Hsbp1	2043
Hsbp1l1	12
Hscb	225
Hsd11b1	2959
Hsd11b2	23
Hsd17b1	8
Hsd17b10	1129
Hsd17b11	775
Hsd17b12	7526
Hsd17b13	8
Hsd17b14	8
Hsd17b2	0
Hsd17b3	0
Hsd17b4	7040
Hsd17b6	2
Hsd17b7	442
Hsd3b1	0
Hsd3b2	903
Hsd3b3	1
Hsd3b4	0
Hsd3b5	2
Hsd3b6	1
Hsd3b7	1962
Hsdl1	738
Hsdl2	5923
Hsf1	554
Hsf2	385
Hsf2bp	27
Hsf3	16
Hsf4	143
Hsf5	5
Hsfy2	0
Hsh2d	22
Hsp25-ps1	0
Hsp90aa1	7737
Hsp90ab1	14392
Hsp90b1	7167
Hspa12a	1214
Hspa12b	1069
Hspa13	899
Hspa14	1020
Hspa1a	1047
Hspa1b	1300
Hspa1l	185
Hspa2	202
Hspa4	5497
Hspa4l	2098
Hspa5	10090
Hspa8	44914
Hspa9	27899
Hspa9-ps1	2
Hspb1	2878
Hspb11	504
Hspb2	151
Hspb3	46
Hspb6	1400
Hspb7	891
Hspb8	4726
Hspb9	11
Hspbap1	131
Hspbp1	647
Hspd1	9762
Hspd1-ps1	0
Hspd1-ps3	10
Hspd1-ps4	129
Hspe1	2085
Hspe1-ps2	6
Hspe1-ps3	4
Hspe1-ps4	0
Hspe1-ps5	11
Hspe1-ps6	0
Hspg2	13706
Hsph1	1850
Htatip2	787
Htatsf1	1262
Htr1a	0
Htr1b	34
Htr1d	15
Htr1f	0
Htr2a	7
Htr2b	102
Htr2c	2
Htr3a	0
Htr3b	20
Htr4	0
Htr5a	3
Htr5b	0
Htr6	0
Htr7	38
Htra1	1714
Htra2	882
Htra3	2491
Htra4	26
Htt	4442
Hunk	35
Hus1	357
Hus1b	11
Huwe1	14617
Hvcn1	2715
Hyal1	734
Hyal2	389
Hyal3	49
Hyal4	0
Hyal5	3
Hyal6	1
Hydin	21
Hyi	341
Hykk	366
Hyls1	268
Hyou1	2770
Hypk	600
Hypm	0
I0C0044D17Rik	27
I830077J02Rik	80
I830127L07Rik	1
Iah1	638
Iapp	0
Iars	1431
Iars2	4597
Iba57	366
Ibsp	0
Ibtk	1411
Ica1	165
Ica1l	70
Icam1	642
Icam2	312
Icam4	8
Icam5	16
Ice1	1695
Ice2	447
Ick	1260
Icmt	2153
Icos	93
Icosl	337
Ict1	911
Id1	1264
Id2	552
Id3	1623
Id4	139
Ide	7847
Idh1	6075
Idh2	6574
Idh3a	12990
Idh3b	20817
Idh3g	12439
Idi1	1140
Idi2	9
Idnk	586
Ido1	104
Ido2	9
Ids	1028
Idua	584
Ier2	388
Ier3	174
Ier3ip1	497
Ier5	1032
Ier5l	211
Iffo1	594
Iffo2	1111
Ifi202b	3
Ifi203	3464
Ifi204	1761
Ifi205	937
Ifi27	12266
Ifi27l2a	2931
Ifi27l2b	12
Ifi30	1156
Ifi35	1037
Ifi44	1291
Ifi44l	0
Ifi47	686
Ifih1	2468
Ifit1	2184
Ifit1bl1	295
Ifit1bl2	90
Ifit2	2923
Ifit3	4115
Ifit3b	1109
Ifitm1	25
Ifitm10	44
Ifitm2	1546
Ifitm3	2065
Ifitm5	19
Ifitm6	29
Ifitm7	25
Ifna-ps1	0
Ifna1	0
Ifna11	1
Ifna12	0
Ifna13	0
Ifna14	0
Ifna15	0
Ifna16	0
Ifna2	1
Ifna4	0
Ifna5	0
Ifna6	0
Ifna7	0
Ifna9	0
Ifnab	0
Ifnar1	1857
Ifnar2	2336
Ifnb1	5
Ifne	0
Ifng	6
Ifngr1	2646
Ifngr2	1091
Ifnk	11
Ifnl2	0
Ifnl3	0
